chunk_id,condition_code,chunk_type,language,text,source_id,source_title,source_url,source_org,license_note,review_status,medical_review_notes,localization_notes,source_support_notes,data_quality_flags
expanded_gout_003,gout,lifestyle,vi,"Quản lý cân nặng có thể là một phần của kế hoạch dài hạn cho người bị gout nếu họ đang thừa cân, nhưng cách làm cần từ từ và bền vững. Giảm cân quá nhanh hoặc ăn kiêng cực đoan có thể không phù hợp và làm người dùng khó duy trì thói quen lành mạnh. Hệ thống nên khuyến khích thay đổi nhỏ như giảm rượu bia, đồ uống ngọt, khẩu phần quá lớn và tăng vận động vừa sức, đồng thời vẫn theo dõi y tế.",medlineplus_gout,Gout,https://medlineplus.gov/gout.html,NIH MedlinePlus,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn NIH MedlinePlus - Gout; chủ đề diễn giải: weight management and gout. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_gout_004,gout,warning,vi,"Người bị gout không nên áp dụng chế độ nhịn ăn hoặc giảm cân cấp tốc chỉ vì muốn hạ acid uric nhanh. Những cách cực đoan có thể làm cơ thể căng thẳng, khó duy trì và không giải quyết được nhu cầu điều trị lâu dài. Câu trả lời an toàn là phối hợp ăn uống hợp lý, giảm yếu tố kích hoạt như bia rượu nếu phù hợp, và trao đổi với bác sĩ về thuốc hoặc xét nghiệm thay vì tự xử lý bằng mẹo ăn kiêng.",medlineplus_gout_encyclopedia,Gout Medical Encyclopedia,https://medlineplus.gov/ency/article/000422.htm,NIH MedlinePlus,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn NIH MedlinePlus - Gout Medical Encyclopedia; chủ đề diễn giải: crash dieting warning. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_gout_005,gout,warning,vi,"Đồ uống ngọt có thể làm chế độ ăn dư năng lượng và không có lợi cho quản lý cân nặng, một yếu tố liên quan đến gout ở nhiều người. Nếu nguồn và chuyên gia xác nhận, hệ thống có thể nhắc thêm rằng đồ uống nhiều đường không phải lựa chọn tốt cho người có acid uric cao. Cần tránh khẳng định quá mức hoặc nêu cơ chế chi tiết khi chưa có nguồn trực tiếp trong corpus; chunk này giữ cờ cần review y khoa.",medlineplus_gout,Gout,https://medlineplus.gov/gout.html,NIH MedlinePlus,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn NIH MedlinePlus - Gout; chủ đề diễn giải: sugary drinks caution. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_gout_006,gout,explanation,vi,"Cơn gout cấp và quản lý gout lâu dài là hai việc khác nhau. Khi khớp đang đau, sưng, nóng, đỏ, người dùng cần được khuyến khích đi khám hoặc làm theo kế hoạch điều trị đã được bác sĩ hướng dẫn. Về lâu dài, ăn uống, rượu bia, cân nặng, acid uric, chức năng thận và thuốc đều có thể liên quan. Hệ thống không nên đưa ra lời khuyên tự dùng thuốc giảm đau hoặc tự đổi thuốc khi chưa có bối cảnh y khoa.",medlineplus_gout,Gout,https://medlineplus.gov/gout.html,NIH MedlinePlus,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn NIH MedlinePlus - Gout; chủ đề diễn giải: flare vs long-term management. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_gout_007,gout,faq,vi,"Người bị gout có ăn đậu được không? Câu trả lời nên tránh cực đoan. Một số thực phẩm thực vật có purine, nhưng không nên tự động xếp mọi loại đậu vào nhóm phải kiêng tuyệt đối như nội tạng hoặc một số món giàu purine khác. Người dùng nên hỏi chuyên gia về khẩu phần và tần suất phù hợp, đặc biệt nếu acid uric chưa kiểm soát, có bệnh thận hoặc đang có cơn gout tái phát.",medlineplus_gout_encyclopedia,Gout Medical Encyclopedia,https://medlineplus.gov/ency/article/000422.htm,NIH MedlinePlus,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn NIH MedlinePlus - Gout Medical Encyclopedia; chủ đề diễn giải: beans FAQ. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_ckd_001,chronic_kidney_disease,explanation,vi,"Chế độ ăn trong bệnh thận mạn phụ thuộc vào giai đoạn bệnh, kết quả xét nghiệm, huyết áp, thuốc, tình trạng phù và việc người bệnh đã lọc máu hay chưa. Vì vậy, một lời khuyên chung như kiêng hết đạm, kiêng hết trái cây hoặc uống thật nhiều nước đều có thể không phù hợp. Hệ thống nên luôn nhắc rằng nội dung RAG chỉ hỗ trợ hiểu khái niệm, còn kế hoạch ăn uống cần bác sĩ hoặc chuyên gia dinh dưỡng thận học cá nhân hóa.",nkf_nutrition_ckd_stages_1_5,Nutrition and Kidney Disease Stages 1-5,https://www.kidney.org/kidney-topics/nutrition-and-kidney-disease-stages-1-5-not-dialysis,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn National Kidney Foundation - Nutrition and Kidney Disease Stages 1-5; chủ đề diễn giải: diet depends on stage and labs. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_ckd_002,chronic_kidney_disease,explanation,vi,"Kali trong máu có thể cao hoặc thấp tùy tình trạng thận, thuốc, chế độ ăn và điều trị. Người bệnh thận mạn không nên tự kết luận rằng càng ít kali càng tốt, vì cả thiếu và thừa đều cần được đánh giá bằng xét nghiệm. Khi người dùng hỏi về chuối, cam, khoai hoặc rau xanh, hệ thống nên trả lời rằng cần xem kết quả kali máu và hướng dẫn của đội ngũ điều trị trước khi thay đổi lớn.",nkf_potassium_ckd_diet,Potassium in Your CKD Diet,https://www.kidney.org/kidney-topics/potassium-your-ckd-diet,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn National Kidney Foundation - Potassium in Your CKD Diet; chủ đề diễn giải: high vs low potassium. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_ckd_003,chronic_kidney_disease,lifestyle,vi,"Với kali trong bệnh thận mạn, khẩu phần có thể quan trọng không kém việc phân loại thực phẩm. Một thực phẩm có kali cao hơn không có nghĩa mọi người phải tránh tuyệt đối, và thực phẩm có kali thấp hơn cũng không nên ăn không giới hạn. Hệ thống nên khuyến khích người bệnh hỏi chuyên gia về lượng ăn, tần suất và cách kết hợp trong ngày, đặc biệt khi xét nghiệm kali thay đổi hoặc thuốc được điều chỉnh.",nkf_potassium_ckd_diet,Potassium in Your CKD Diet,https://www.kidney.org/kidney-topics/potassium-your-ckd-diet,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn National Kidney Foundation - Potassium in Your CKD Diet; chủ đề diễn giải: serving size matters. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_ckd_004,chronic_kidney_disease,faq,vi,"Bệnh thận mạn có cần kiêng chuối không? Chuối thường được nhắc đến khi nói về thực phẩm giàu kali, nhưng việc có cần hạn chế hay không phụ thuộc vào kali máu, giai đoạn bệnh và kế hoạch điều trị. Câu trả lời an toàn là không tự kiêng hoặc ăn bù thật nhiều chỉ theo lời truyền miệng. Người bệnh nên đem kết quả xét nghiệm và thói quen ăn trái cây để hỏi bác sĩ hoặc chuyên gia dinh dưỡng.",nkf_potassium_ckd_diet,Potassium in Your CKD Diet,https://www.kidney.org/kidney-topics/potassium-your-ckd-diet,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn National Kidney Foundation - Potassium in Your CKD Diet; chủ đề diễn giải: banana and high-potassium fruit. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_ckd_005,chronic_kidney_disease,lifestyle,vi,"Nếu người bệnh thận mạn được chuyên gia yêu cầu giảm kali, họ có thể cần học cách chọn trái cây có lượng kali phù hợp hơn và kiểm soát khẩu phần. Tuy nhiên, danh sách thực phẩm nên được cá nhân hóa vì mỗi người có xét nghiệm, thuốc và sở thích khác nhau. Hệ thống chỉ nên gợi ý trao đổi về lựa chọn trái cây thay thế, không nên tự tạo danh sách cấm hoặc cho phép tuyệt đối nếu chưa được review từ nguồn.",nkf_potassium_ckd_diet,Potassium in Your CKD Diet,https://www.kidney.org/kidney-topics/potassium-your-ckd-diet,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn National Kidney Foundation - Potassium in Your CKD Diet; chủ đề diễn giải: lower-potassium fruit choices. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_ckd_006,chronic_kidney_disease,lifestyle,vi,"Một số loại rau củ có thể chứa nhiều kali hơn loại khác, nhưng người bệnh thận mạn không nên vì vậy mà bỏ hết rau. Rau vẫn có vai trò trong chất xơ và chất lượng bữa ăn; điều cần làm là chọn loại, lượng và cách chế biến theo xét nghiệm. Khi trả lời, hệ thống nên nhấn mạnh việc hỏi chuyên gia dinh dưỡng thận học thay vì đưa ra danh sách quá đơn giản làm người dùng sợ ăn rau.",nkf_potassium_ckd_diet,Potassium in Your CKD Diet,https://www.kidney.org/kidney-topics/potassium-your-ckd-diet,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn National Kidney Foundation - Potassium in Your CKD Diet; chủ đề diễn giải: high-potassium vegetables. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_ckd_007,chronic_kidney_disease,lifestyle,vi,"Một số hướng dẫn về bệnh thận có nhắc đến cách sơ chế hoặc nấu để giảm bớt kali trong rau củ, thường được gọi là ngâm hoặc luộc bỏ nước tùy loại thực phẩm. Đây là kỹ thuật cần làm đúng và không áp dụng tùy tiện cho mọi món. Hệ thống nên mô tả ở mức khái niệm và khuyên hỏi chuyên gia trước khi dùng thường xuyên, vì cách nấu, khẩu phần và kết quả xét nghiệm mới quyết định mức phù hợp.",nkf_potassium_ckd_diet,Potassium in Your CKD Diet,https://www.kidney.org/kidney-topics/potassium-your-ckd-diet,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn National Kidney Foundation - Potassium in Your CKD Diet; chủ đề diễn giải: leaching vegetables. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_ckd_008,chronic_kidney_disease,warning,vi,"Nước trong đồ hộp hoặc nước luộc/nước nấu từ một số thực phẩm có thể chứa khoáng chất hòa tan, vì vậy người bệnh thận mạn được dặn kiểm soát kali hoặc natri cần hỏi chuyên gia về cách dùng phần nước này. Không nên mặc định rằng nước hầm, nước hộp hay nước luộc luôn an toàn để tận dụng. Chunk này cần review chuyên môn và bản địa hóa vì thói quen dùng nước canh, nước kho trong bữa Việt khá phổ biến.",nkf_potassium_ckd_diet,Potassium in Your CKD Diet,https://www.kidney.org/kidney-topics/potassium-your-ckd-diet,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn National Kidney Foundation - Potassium in Your CKD Diet; chủ đề diễn giải: canned or cooking liquid. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_ckd_009,chronic_kidney_disease,warning,vi,"Phosphorus trong bệnh thận mạn không chỉ đến từ thực phẩm tự nhiên mà còn có thể xuất hiện dưới dạng phụ gia trong thực phẩm chế biến. Người bệnh có thể được hướng dẫn đọc nhãn để nhận biết phụ gia phosphate, nhưng việc hạn chế đến mức nào phải dựa trên xét nghiệm và giai đoạn bệnh. Hệ thống nên tránh khuyên kiêng toàn bộ sữa, đậu, thịt cá hoặc ngũ cốc nếu chưa có đánh giá cá nhân.",medlineplus_ckd_diet,Diet - Chronic Kidney Disease,https://medlineplus.gov/ency/article/002442.htm,NIH MedlinePlus,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn NIH MedlinePlus - Diet - Chronic Kidney Disease; chủ đề diễn giải: phosphate additives. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_ckd_010,chronic_kidney_disease,explanation,vi,"Bệnh thận mạn thường cần xem cùng các bệnh đi kèm như đái tháo đường và tăng huyết áp. Một người vừa bệnh thận vừa đường huyết cao có thể cần cân bằng carbohydrate, natri, protein, kali và phosphorus theo xét nghiệm, chứ không thể áp dụng riêng lẻ từng lời khuyên. Hệ thống nên nhận diện tình huống đa bệnh và khuyến khích kế hoạch dinh dưỡng do bác sĩ hoặc chuyên gia dinh dưỡng thận học điều chỉnh.",nkf_nutrition_ckd_stages_1_5,Nutrition and Kidney Disease Stages 1-5,https://www.kidney.org/kidney-topics/nutrition-and-kidney-disease-stages-1-5-not-dialysis,National Kidney Foundation,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn National Kidney Foundation - Nutrition and Kidney Disease Stages 1-5; chủ đề diễn giải: CKD with diabetes and hypertension. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_obesity_001,obesity,lifestyle,vi,"Kiểm soát khẩu phần khi giảm cân không có nghĩa là ăn thật ít hoặc bỏ bữa. Người dùng có thể bắt đầu bằng cách quan sát phần cơm, món chiên, đồ uống ngọt và đồ ăn vặt trong ngày, sau đó giảm dần những phần dư năng lượng nhưng ít tạo no. Cách tiếp cận này phù hợp với mục tiêu bền vững hơn là ép cơ thể theo một thực đơn quá nghiêm ngặt rồi nhanh chóng bỏ cuộc.",cdc_steps_losing_weight,Steps for Losing Weight,https://www.cdc.gov/healthy-weight-growth/losing-weight/index.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn CDC - Steps for Losing Weight; chủ đề diễn giải: portion control. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_obesity_002,obesity,lifestyle,vi,"Hoạt động thể lực hỗ trợ quản lý cân nặng bằng cách tăng năng lượng tiêu hao, cải thiện sức khỏe tim mạch và giúp người dùng duy trì thói quen tích cực. Với người mới bắt đầu hoặc có bệnh nền, gợi ý nên vừa sức như đi bộ, vận động nhiều hơn trong sinh hoạt và tăng dần theo khả năng. Hệ thống không nên khuyến khích tập quá nặng để giảm cân nhanh, nhất là khi người dùng đau ngực, chóng mặt hoặc có bệnh mạn tính.",cdc_healthy_eating_weight,Tips for Healthy Eating for a Healthy Weight,https://www.cdc.gov/healthy-weight-growth/healthy-eating/index.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - Tips for Healthy Eating for a Healthy Weight; chủ đề diễn giải: physical activity. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_obesity_003,obesity,lifestyle,vi,"Giảm đồ uống ngọt là một thay đổi tương đối dễ bắt đầu trong quản lý cân nặng vì nước ngọt, trà sữa, cà phê nhiều sữa đặc hoặc nước ép thêm đường có thể làm tăng năng lượng nạp vào mà không tạo no như bữa ăn. Người dùng có thể giảm dần tần suất, chọn cỡ nhỏ hơn hoặc thay bằng nước lọc, trà không đường. Cần tránh giọng điệu phán xét vì thói quen đồ uống thường gắn với công việc, stress và giao tiếp xã hội.",cdc_healthy_eating_weight,Tips for Healthy Eating for a Healthy Weight,https://www.cdc.gov/healthy-weight-growth/healthy-eating/index.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - Tips for Healthy Eating for a Healthy Weight; chủ đề diễn giải: reducing sugary drinks. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_obesity_004,obesity,lifestyle,vi,"Giảm cân bền vững thường đến từ nhiều thay đổi nhỏ lặp lại hằng ngày: chuẩn bị bữa ăn đơn giản hơn, ngủ đủ hơn, vận động đều hơn, kiểm soát đồ uống ngọt và nhận biết lúc ăn do căng thẳng. Hệ thống nên giúp người dùng chọn một bước dễ làm trước thay vì đưa danh sách yêu cầu quá dài. Với người có bệnh nền, rối loạn ăn uống hoặc đang dùng thuốc, mọi kế hoạch giảm cân cần được chuyên gia kiểm tra.",cdc_steps_losing_weight,Steps for Losing Weight,https://www.cdc.gov/healthy-weight-growth/losing-weight/index.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - Steps for Losing Weight; chủ đề diễn giải: realistic habit change. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
