example_id,query,condition_code,language,example_type,source_chunk_ids,review_status,notes
router_obesity_005,Vai trò của hoạt động thể chất và điều chỉnh chế độ ăn trong việc duy trì cân nặng sau giảm béo?,obesity,vi,exercise,obesity_005,auto_validated,exercise intent
router_obesity_006,Các nguy cơ sức khỏe khi áp dụng chế độ ăn kiêng cực đoan hoặc nhịn ăn detox để giảm cân?,obesity,vi,lifestyle,obesity_006,auto_validated,lifestyle intent
router_obesity_007,Nguyên nhân nào khiến người cao tuổi bị thừa cân cần hết sức thận trọng khi kiêng khem giảm béo?,obesity,vi,lifestyle,obesity_007,auto_validated,lifestyle intent
router_obesity_008,Làm thế nào để nhận diện các dấu hiệu của chứng rối loạn ăn uống như nhịn ăn quá mức?,obesity,vi,direct_condition,obesity_008,auto_validated,treatment context
router_obesity_009,Làm thế nào để khắc phục thói quen ăn uống theo cảm xúc khi gặp căng thẳng kéo dài?,obesity,vi,lifestyle,obesity_009,auto_validated,lifestyle intent
router_obesity_010,Mối liên quan trực tiếp giữa tình trạng thiếu ngủ dưới 6 tiếng và nguy cơ gia tăng béo phì?,obesity,vi,lifestyle,obesity_010,auto_validated,lifestyle intent
router_obesity_011,Tại sao thực phẩm giàu đạm lại giúp tăng cảm giác no lâu và hạn chế thèm ăn khi giảm mỡ?,obesity,vi,nutrition,obesity_012,auto_validated,nutrition intent
router_obesity_012,Tại sao tốc độ giảm cân an toàn cho người thừa cân chỉ nên từ nửa cân đến 1kg một tuần?,obesity,vi,direct_condition,obesity_013,auto_validated,treatment context
router_obesity_013,Thời gian và hình thức tập thể dục hiếu khí được khuyến nghị để duy trì cân nặng ổn định?,obesity,vi,exercise,obesity_014,auto_validated,exercise intent
router_obesity_014,Tại sao tích tụ mỡ thừa ở vùng bụng lại làm tăng nguy cơ kháng insulin và tiểu đường type 2?,obesity,vi,direct_condition,obesity_015,auto_validated,explicit diagnosis
router_obesity_015,Béo phì làm tăng áp lực lên tim và đẩy nhanh quá trình xơ vữa động mạch thế nào?,obesity,vi,direct_condition,obesity_016,auto_validated,explicit diagnosis
router_obesity_016,Thế nào là tình trạng tích lũy quá nhiều mỡ và cách tính chỉ số BMI để sàng lọc thừa cân?,obesity,vi,measurement,medquad_obesity_003,auto_validated,measurement context
router_obesity_017,cach cat giam do uong co gas de giam beo phan bung,obesity,vi,food_restriction,obesity_004,auto_validated,accentless variation
router_obesity_018,nguyen nhan khien calo nap vao lon hon calo tieu thu gay beo phi,obesity,vi,direct_condition,medquad_obesity_002,auto_validated,accentless variation
router_obesity_019,cach giam can an toan,obesity,vi,direct_condition,obesity_013,auto_validated,short colloquial query
router_obesity_020,mat do nang luong thuc pham,obesity,vi,nutrition,obesity_011,auto_validated,short colloquial query
router_prediabetes_001,Người bị tiền đái tháo đường cần hiểu thế nào về nguy cơ tiến triển thành bệnh thực sự?,prediabetes,vi,direct_condition,prediabetes_001,auto_validated,explicit diagnosis
router_prediabetes_002,Tại sao người mắc tiền tiểu đường không nên cắt giảm toàn bộ tinh bột trong khẩu phần ăn?,prediabetes,vi,nutrition,prediabetes_002,auto_validated,nutrition intent
router_prediabetes_003,"Người tiền tiểu đường ăn cơm, bún, phở như thế nào để kiểm soát tốt đường huyết?",prediabetes,vi,meal_planning,prediabetes_002,auto_validated,meal planning intent
router_prediabetes_004,Tác hại của đồ uống ngọt nhiều đường fructose đối với người có nguy cơ tiến triển thành tiểu đường?,prediabetes,vi,food_restriction,prediabetes_003,auto_validated,food restriction intent
router_prediabetes_005,Mục tiêu giảm cân bền vững để phòng ngừa đái tháo đường ở người bị tiền đái tháo đường?,prediabetes,vi,lifestyle,prediabetes_004,auto_validated,lifestyle intent
router_prediabetes_006,Người có chẩn đoán tiền tiểu đường nên vận động thể chất với tần suất thế nào?,prediabetes,vi,exercise,prediabetes_005,auto_validated,exercise intent
router_prediabetes_007,Chương trình Phòng ngừa Đái tháo đường Quốc gia (DPP) mang lại lợi ích gì cho người tiền đái tháo đường?,prediabetes,vi,lifestyle,prediabetes_006,auto_validated,lifestyle intent
router_prediabetes_008,Khi nào bác sĩ mới chỉ định dùng thuốc metformin cho người bị tiền tiểu đường?,prediabetes,vi,medication_safety,prediabetes_008,auto_validated,medication safety intent
router_prediabetes_009,Đồ uống có đường lỏng như soda và trà sữa ảnh hưởng thế nào đến người tiền đái tháo đường?,prediabetes,vi,food_restriction,prediabetes_009,auto_validated,food restriction intent
router_prediabetes_010,Đi bộ nhẹ từ 10 đến 15 phút sau bữa ăn giúp giảm đường huyết cho người tiền tiểu đường ra sao?,prediabetes,vi,exercise,prediabetes_010,auto_validated,exercise intent
router_prediabetes_011,Tại sao giấc ngủ dưới 6 tiếng mỗi đêm lại làm tăng đề kháng insulin ở người tiền tiểu đường?,prediabetes,vi,lifestyle,prediabetes_011,auto_validated,lifestyle intent
router_prediabetes_012,"Lối sống ngồi nhiều, ít vận động làm tăng nguy cơ tiến triển đái tháo đường như thế nào?",prediabetes,vi,lifestyle,prediabetes_013,auto_validated,lifestyle intent
router_prediabetes_013,Xét nghiệm máu nào giúp xác định một người đang bị tiền đái tháo đường?,prediabetes,vi,measurement,vihealthqa_prediabetes_0001,auto_validated,measurement context
router_prediabetes_014,Tình trạng kháng insulin là gì và nó liên quan thế nào đến nguy cơ mắc tiền tiểu đường?,prediabetes,vi,direct_condition,medquad_prediabetes_001,auto_validated,explicit diagnosis
router_prediabetes_015,Chế độ dinh dưỡng ưu tiên thực phẩm ít chế biến cho người bị tiền tiểu đường?,prediabetes,vi,nutrition,medquad_prediabetes_004,auto_validated,nutrition intent
router_prediabetes_016,Các triệu chứng thầm lặng của tiền tiểu đường mà người bệnh cần cảnh giác?,prediabetes,vi,symptom_context,medquad_prediabetes_003,auto_validated,treatment context
router_prediabetes_017,tien tieu duong co can phai uong thuoc metformin khong,prediabetes,vi,medication_safety,vihealthqa_prediabetes_0002,auto_validated,accentless variation
router_prediabetes_018,giam can de phong ngua tien dai thao duong,prediabetes,vi,lifestyle,prediabetes_004,auto_validated,accentless variation
router_prediabetes_019,trieu chung tien tieu duong,prediabetes,vi,direct_condition,vihealthqa_prediabetes_0001,auto_validated,short colloquial query
router_prediabetes_020,nguoi tien tieu duong nen an gi,prediabetes,vi,nutrition,medquad_prediabetes_004,auto_validated,short colloquial query
