condition_code,condition_name_en,condition_name_vi,condition_group,nutrient_code,nutrient_name_en,nutrient_name_vi,rule_type,rule_direction,priority,threshold_value,threshold_unit,threshold_basis,applies_when,recommendation_en,recommendation_vi,food_filter_hint,clinical_caution_en,clinical_caution_vi,source_name,source_url,evidence_level,rule_id,source_accessed_at,row_hash
constipation,Constipation,Táo bón,digestive,refined_grain,Refined Grains,Ngũ cốc tinh chế,limit,lower,medium,,individualized,individualized,general_adult_guidance,"Limit refined grains (such as white bread and white rice), replacing them with high-fiber whole grain products.","Hạn chế ngũ cốc tinh chế (như bánh mì trắng, gạo trắng) và thay thế bằng ngũ cốc nguyên hạt giàu xơ.",penalize_refined_grains,Low fiber in refined grains contributes to slower transit times.,Chất xơ thấp trong ngũ cốc tinh chế góp phần làm chậm thời gian tiêu hóa.,NIDDK Constipation Diet Guideline,https://www.niddk.nih.gov/health-information/digestive-diseases/constipation/eating-diet-nutrition,official_public_health_page,constipation_refined_grain_limit,2026-07-04T09:28:54Z,a2f29f2f07d893f80e2af0cf5cbb1f03
ibs_sensitive_digestion,Irritable Bowel Syndrome / Sensitive Digestion,Hội chứng ruột kích thích / Tiêu hóa nhạy cảm,digestive,fiber,Dietary Fiber,Chất xơ,monitor,monitor,high,,individualized,individualized,general_adult_guidance,Monitor fiber intake type. Soluble fiber is generally better tolerated than insoluble fiber for IBS.,Theo dõi loại chất xơ nạp vào. Chất xơ hòa tan thường được dung nạp tốt hơn xơ không hòa tan đối với IBS.,monitor_fiber,Slowly introduce fiber to see tolerance. Avoid excess insoluble fiber during flare-ups.,Bổ sung chất xơ từ từ để xem mức dung nạp. Tránh dư thừa chất xơ không hòa tan khi bùng phát.,NIDDK IBS Diet Guide,https://www.niddk.nih.gov/health-information/digestive-diseases/irritable-bowel-syndrome-ibs/eating-diet-nutrition,official_public_health_page,ibs_sensitive_digestion_fiber_monitor,2026-07-04T09:28:54Z,c7e90001fc937db6072b62be40e7c5dc
ibs_sensitive_digestion,Irritable Bowel Syndrome / Sensitive Digestion,Hội chứng ruột kích thích / Tiêu hóa nhạy cảm,digestive,added_sugar,Added Sugar,Đường thêm vào,limit,lower,medium,10.0,percent_calories,percent_of_daily_calories,general_adult_guidance,Limit added sugars and high fructose corn syrup to avoid osmotic load and gas in sensitive guts.,Hạn chế đường thêm và siro ngô để tránh tải trọng thẩm thấu và tích khí ở ruột nhạy cảm.,penalize_added_sugar,Fructose malabsorption can exacerbate bloating and diarrhea.,Kém hấp thu fructose có thể làm trầm trọng thêm chứng đầy hơi và tiêu chảy.,NIDDK IBS Guidance,https://www.niddk.nih.gov/health-information/digestive-diseases/irritable-bowel-syndrome-ibs/eating-diet-nutrition,official_public_health_page,ibs_sensitive_digestion_added_sugar_limit,2026-07-04T09:28:54Z,b462b0a7a2c74f1a0a286e975a027278
osteoporosis_risk,Osteoporosis Risk,Nguy cơ loãng xương,bone_health,protein,Protein,Đạm,monitor,monitor,low,,individualized,individualized,general_adult_guidance,Ensure adequate but not excessive protein intake to support bone matrix structure.,Đảm bảo lượng đạm đầy đủ nhưng không quá thừa để hỗ trợ cấu trúc nền xương.,monitor_protein,"Extreme high protein can increase urinary calcium, while low protein weakens bone structure.","Ăn quá nhiều đạm có thể tăng canxi niệu, trong khi đạm thấp làm suy yếu cấu trúc xương.",NIH Osteoporosis Guidelines,https://www.bones.nih.gov/health-info/bone/osteoporosis/overview,official_public_health_page,osteoporosis_risk_protein_monitor,2026-07-04T09:28:54Z,1626066fd1d602abcf73c46a57810662
elderly_nutrition_risk,Elderly Nutrition Risk,Nguy cơ dinh dưỡng ở người cao tuổi,general,water,Water / Fluids,Nước,prioritize,higher,high,2000.0,ml/day,per_day,general_adult_guidance,"Prioritize regular water intake. Thirst sensation decreases with age, raising dehydration risks.","Ưu tiên uống nước đều đặn. Cảm giác khát giảm dần theo tuổi tác, làm tăng nguy cơ mất nước.",prioritize_hydration,"If cardiorenal restrictions exist, consult a clinician before increasing fluids.","Nếu có hạn chế về tim thận, hãy hỏi ý kiến bác sĩ trước khi tăng nước.",NHS Elderly Care,https://www.nhs.uk/live-well/eat-well/,local_reference,elderly_nutrition_risk_water_prioritize,2026-07-04T09:28:54Z,de023a2b7db74ba4889427854a80c040
elderly_nutrition_risk,Elderly Nutrition Risk,Nguy cơ dinh dưỡng ở người cao tuổi,general,fiber,Dietary Fiber,Chất xơ,prioritize,higher,medium,25.0,g/day,per_day,general_adult_guidance,Prioritize high-fiber foods to support colon health and prevent age-associated constipation.,Ưu tiên thực phẩm giàu chất xơ để hỗ trợ sức khỏe đại tràng và ngừa táo bón do tuổi tác.,prioritize_high_fiber,Ensure corresponding fluid intake to support fiber digestion.,Đảm bảo uống đủ nước đi kèm để hỗ trợ tiêu hóa chất xơ.,NHS Elderly Nutrition,https://www.nhs.uk/live-well/eat-well/,local_reference,elderly_nutrition_risk_fiber_prioritize,2026-07-04T09:28:54Z,dfa03c9ccee71de8de63bb612bb4d461
underweight_malnutrition_risk,Underweight / Malnutrition Risk,Thiếu cân / Nguy cơ suy dinh dưỡng,general,protein,Protein,Đạm,prioritize,higher,high,,individualized,individualized,doctor_or_dietitian_required,Prioritize high-quality protein to support tissue repair and prevent lean body mass wasting.,Ưu tiên đạm chất lượng cao để hỗ trợ sửa chữa các mô tế bào và ngăn mất khối cơ.,prioritize_protein,"Protein needs should be evaluated individually, especially if liver or kidney impairments exist.","Nhu cầu đạm cần đánh giá cá nhân, nhất là nếu có tổn thương gan hoặc thận.",NHS Malnutrition Care Guide,https://www.nhs.uk/conditions/malnutrition/,local_reference,underweight_malnutrition_risk_protein_prioritize,2026-07-04T09:28:54Z,a3b91aed231c81ccfb805cf1cf22a6bc
underweight_malnutrition_risk,Underweight / Malnutrition Risk,Thiếu cân / Nguy cơ suy dinh dưỡng,general,vitamins,Multivitamins,Vitamin tổng hợp,monitor,monitor,medium,,individualized,individualized,doctor_or_dietitian_required,Monitor micronutrient status closely. Nutritional deficiencies frequently accompany low body weight.,Theo dõi sát tình trạng vi chất. Thiếu hụt dinh dưỡng thường đi kèm với tình trạng nhẹ cân.,monitor_micronutrients,Deficiencies must be confirmed via blood tests. Supplementation should be supervised.,Thiếu hụt phải xác định qua xét nghiệm máu. Việc bổ sung phải được giám sát.,NHS Malnutrition Guidelines,https://www.nhs.uk/conditions/malnutrition/,local_reference,underweight_malnutrition_risk_vitamins_monitor,2026-07-04T09:28:54Z,a709d1fef9f4428ece16ee0dda1fac0d
high_uric_acid,High Uric Acid,Axit uric máu cao,general,purine,Purine,Nhân purin,limit,lower,high,,individualized,individualized,general_adult_guidance,Moderate purine intake to help keep blood uric acid levels in the normal range.,Tiết chế nhân purine để duy trì nồng độ axit uric trong máu ổn định.,penalize_high_purine,General guidance. Clinical gout attacks require personalized management.,Hướng dẫn chung. Cơn gout lâm sàng bùng phát cần quản lý cá nhân hóa.,NIH Gout Info Guidelines,https://www.niams.nih.gov/health-topics/gout,official_public_health_page,high_uric_acid_purine_limit,2026-07-04T09:28:54Z,e2dc000ed0ccb943c7a4bd15f7441f3c
high_uric_acid,High Uric Acid,Axit uric máu cao,general,alcohol,Alcohol,Rượu / Cồn,limit,lower,high,0.0,g/day,per_day,general_adult_guidance,"Limit alcohol consumption, especially beer, to avoid blocking renal excretion of uric acid.","Hạn chế cồn, đặc biệt là bia, để tránh cản trở bài tiết axit uric qua đường thận.",avoid_alcohol,Hydration is crucial. Limit spirits as well as beer.,Bổ sung nước rất quan trọng. Hạn chế cả rượu mạnh lẫn bia.,NIH Gout Guidelines,https://www.niams.nih.gov/health-topics/gout,official_public_health_page,high_uric_acid_alcohol_limit,2026-07-04T09:28:54Z,b2f6980172d368d86eb9ded985620181
prediabetes,Prediabetes,Tiền tiểu đường,metabolic,fiber,Dietary Fiber,Chất xơ,prioritize,higher,medium,25.0,g/day,per_day,diabetes_meal_planning,Prioritize high-fiber foods to support healthy insulin responses and delay glucose absorption.,Ưu tiên thực phẩm giàu chất xơ để cải thiện phản hồi insulin và làm chậm hấp thu đường.,prioritize_high_fiber,High fiber intake improves insulin sensitivity.,Khẩu phần giàu xơ giúp cải thiện độ nhạy insulin.,ADA Prevention Guidelines,https://diabetesjournals.org/care/article/46/Supplement_1/S49/148043/,professional_association_guidance,prediabetes_fiber_prioritize,2026-07-04T09:28:54Z,ead4fa7bdab799cdb1cd6a6a59f8f159
prediabetes,Prediabetes,Tiền tiểu đường,metabolic,added_sugar,Added Sugar,Đường thêm vào,limit,lower,high,10.0,percent_calories,percent_of_daily_calories,diabetes_meal_planning,Limit added sugars to under 10% of daily calories to lower diabetes transition risk.,Giới hạn đường thêm vào dưới 10% năng lượng hàng ngày để giảm nguy cơ chuyển thành tiểu đường.,penalize_added_sugar,Avoid sugar-sweetened beverages entirely.,Tránh hoàn toàn đồ uống ngọt có đường.,ADA Standards of Care,https://diabetesjournals.org/care/article/46/Supplement_1/S49/148043/,professional_association_guidance,prediabetes_added_sugar_limit,2026-07-04T09:28:54Z,764580b0869999d841e57101e94c8aa3
metabolic_syndrome,Metabolic Syndrome,Hội chứng chuyển hóa,metabolic,refined_grain,Refined Grains,Ngũ cốc tinh chế,limit,lower,medium,,individualized,individualized,general_adult_guidance,Limit refined grains and replace with complex whole grains to manage insulin spikes.,Giới hạn ngũ cốc tinh chế và thay thế bằng ngũ cốc nguyên hạt để giảm tăng vọt insulin.,penalize_refined_grains,Refined carbs exacerbate visceral adiposity and high triglycerides.,Carbs tinh chế làm trầm trọng thêm tình trạng tích mỡ bụng và triglyceride cao.,AHA/NHLBI Scientific Statement,https://www.ahajournals.org/doi/10.1161/circulationaha.105.169404,professional_association_guidance,metabolic_syndrome_refined_grain_limit,2026-07-04T09:28:54Z,d3e61978116c38e42ae1375b8e16d2eb
metabolic_syndrome,Metabolic Syndrome,Hội chứng chuyển hóa,metabolic,saturated_fat,Saturated Fat,Chất béo bão hòa,limit,lower,medium,10.0,percent_calories,percent_of_daily_calories,general_adult_guidance,Limit saturated fat to less than 10% of calories to support lipid management.,Giới hạn chất béo bão hòa dưới 10% năng lượng để hỗ trợ kiểm soát mỡ máu.,penalize_saturated_fat,Focus on heart-healthy monounsaturated and polyunsaturated fats.,Tập trung vào chất béo chưa bão hòa đơn và đa tốt cho tim mạch.,AHA/NHLBI Metabolic Statement,https://www.ahajournals.org/doi/10.1161/circulationaha.105.169404,professional_association_guidance,metabolic_syndrome_saturated_fat_limit,2026-07-04T09:28:54Z,5f4a37eb9c3370f5c15f85087de50166
metabolic_syndrome,Metabolic Syndrome,Hội chứng chuyển hóa,metabolic,fiber,Dietary Fiber,Chất xơ,prioritize,higher,medium,25.0,g/day,per_day,general_adult_guidance,Prioritize high-fiber foods to support metabolic health and weight regulation.,Ưu tiên thực phẩm giàu chất xơ để cải thiện sức khỏe chuyển hóa và điều hòa cân nặng.,prioritize_high_fiber,Fiber helps improve lipid profiles and reduces glucose spikes.,Chất xơ hỗ trợ cải thiện các thông số lipid máu và giảm tăng đường huyết.,AHA/NHLBI Guidelines,https://www.ahajournals.org/doi/10.1161/circulationaha.105.169404,professional_association_guidance,metabolic_syndrome_fiber_prioritize,2026-07-04T09:28:54Z,39f087f836205f0dc51acbc22ef9d91a
fatty_liver_nafld,Non-alcoholic Fatty Liver Disease,Gan nhiễm mỡ không do rượu,metabolic,saturated_fat,Saturated Fat,Chất béo bão hòa,limit,lower,medium,10.0,percent_calories,percent_of_daily_calories,general_adult_guidance,"Limit saturated fat to under 10% of calories, replacing with polyunsaturated fats (omega-3).","Giới hạn chất béo bão hòa dưới 10% năng lượng, thay bằng chất béo chưa bão hòa đa (omega-3).",penalize_saturated_fat,Fatty liver requires overall lipid management to prevent hepatic inflammation.,Gan nhiễm mỡ cần quản lý mỡ máu toàn diện để tránh viêm gan.,AASLD Guidelines,https://www.aasld.org/practice-guidelines,professional_association_guidance,fatty_liver_nafld_saturated_fat_limit,2026-07-04T09:28:54Z,be2652ad77f297ae87b6013bd9c5c439
stroke_risk,Stroke Risk,Nguy cơ đột quỵ,cardiovascular,potassium,Potassium,Kali,prioritize,higher,medium,3500.0,mg/day,per_day,high_blood_pressure,Prioritize potassium-rich foods to lower blood pressure and decrease stroke risk.,Ưu tiên thực phẩm giàu kali để hạ huyết áp và giảm nguy cơ đột quỵ.,prioritize_potassium,Do not increase potassium if you have CKD or take potassium-sparing drugs.,Không tăng kali nếu bị suy thận hoặc uống thuốc giữ kali.,AHA/ASA Prevention Guidelines,https://www.ahajournals.org/doi/10.1161/STR.0000000000000350,professional_association_guidance,stroke_risk_potassium_prioritize,2026-07-04T09:28:54Z,d45d78261e872e2c8c7dfe0e6aa0bcd9
stroke_risk,Stroke Risk,Nguy cơ đột quỵ,cardiovascular,saturated_fat,Saturated Fat,Chất béo bão hòa,limit,lower,medium,10.0,percent_calories,percent_of_daily_calories,general_adult_guidance,Limit saturated fat to under 10% of energy to help prevent vascular atherosclerosis.,Giới hạn chất béo bão hòa dưới 10% tổng năng lượng để ngừa xơ vữa mạch máu.,penalize_saturated_fat,General guidance. Control lipids to minimize ischemic stroke risks.,Hướng dẫn chung. Kiểm soát mỡ máu để giảm thiểu nguy cơ đột quỵ nhồi máu não.,AHA/ASA Stroke Prevention Guidelines,https://www.ahajournals.org/doi/10.1161/STR.0000000000000350,professional_association_guidance,stroke_risk_saturated_fat_limit,2026-07-04T09:28:54Z,84bcaa81a91ce8d7c8f885d52c32609e
