activity_id,source_compendium,category_name_vi,category_name_en,description_vi,description_en,met_value,met_type,baseline_value,baseline_unit,intensity_level,suitable_for_beginner,suitable_for_elderly,suitable_for_wheelchair_user,source_url
adult_12090,adult,chạy bộ,Running,"chạy bộ, 8 mph (7.5 min/mile)","Running, 8 mph (7.5 min/mile)",12.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12100,adult,chạy bộ,Running,"chạy bộ, 8.6 mph (7 min/mile)","Running, 8.6 mph (7 min/mile)",12.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12110,adult,chạy bộ,Running,"chạy bộ, 9 mph (6.5 min/mile)","Running, 9 mph (6.5 min/mile)",13.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12115,adult,chạy bộ,Running,"chạy bộ, 9.3 to 9.6 mph","Running, 9.3 to 9.6 mph",14.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12120,adult,chạy bộ,Running,"chạy bộ, 10 mph (6 min/mile)","Running, 10 mph (6 min/mile)",14.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12130,adult,chạy bộ,Running,"chạy bộ, 11 mph (5.5 min/mile)","Running, 11 mph (5.5 min/mile)",16.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12132,adult,chạy bộ,Running,"chạy bộ, 12 mph (5.0 min/mile)","Running, 12 mph (5.0 min/mile)",18.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12134,adult,chạy bộ,Running,"chạy bộ, 13 mph (4.6 min/mile)","Running, 13 mph (4.6 min/mile)",19.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12135,adult,chạy bộ,Running,"chạy bộ, 14 mph (4.3 min/mile)","Running, 14 mph (4.3 min/mile)",23.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12140,adult,chạy bộ,Running,"chạy bộ, cross country","Running, cross country",9.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12145,adult,chạy bộ,Running,"chạy bộ, self-selected tốc độ","Running, self-selected pace",10.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12150,adult,chạy bộ,Running,chạy bộ (Taylor Code 200),Running (Taylor Code 200),8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12170,adult,chạy bộ,Running,"chạy bộ, stairs, up","Running, stairs, up",15.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12180,adult,chạy bộ,Running,"chạy bộ, on a track, team practice","Running, on a track, team practice",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12184,adult,chạy bộ,Running,"chạy bộ, on track, 500-1500m, competitive","Running, on track, 500-1500m, competitive",18.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12186,adult,chạy bộ,Running,"chạy bộ, on track, 2000-3000m, competitive","Running, on track, 2000-3000m, competitive",19.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12190,adult,chạy bộ,Running,"chạy bộ, training, đẩy a xe lăn hoặc baby carrier","Running, training, pushing a wheelchair or baby carrier",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12200,adult,chạy bộ,Running,"chạy bộ, marathon","Running, marathon",13.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12255,adult,chạy bộ,Running,"chạy bộ lên dốc, 4.5mph, 5% incline","Running uphill, 4.5mph, 5% incline",10.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12260,adult,chạy bộ,Running,"chạy bộ lên dốc, 6.0 mph, 5% incline","Running uphill, 6.0 mph, 5% incline",13.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12265,adult,chạy bộ,Running,"chạy bộ lên dốc, 7.0 mph, 5% incline","Running uphill, 7.0 mph, 5% incline",15.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12325,adult,chạy bộ,Running,"chạy bộ lên dốc, 5.0 to 5.9 mph, 15% incline","Running uphill, 5.0 to 5.9 mph, 15% incline",17.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12335,adult,chạy bộ,Running,"chạy bộ lên dốc, 0.6 to 0.79 mph, 30% incline","Running uphill, 0.6 to 0.79 mph, 30% incline",8.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12337,adult,chạy bộ,Running,"chạy bộ lên dốc, 0.8 to 0.99 mph, 30% incline","Running uphill, 0.8 to 0.99 mph, 30% incline",10.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12339,adult,chạy bộ,Running,"chạy bộ lên dốc, 1.0 to 1.19 mph, 30% incline","Running uphill, 1.0 to 1.19 mph, 30% incline",11.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12341,adult,chạy bộ,Running,"chạy bộ lên dốc, 1.2 to 1.39 mph, 30-40% incline","Running uphill, 1.2 to 1.39 mph, 30-40% incline",13.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12343,adult,chạy bộ,Running,"chạy bộ lên dốc, 1.4 to 1.59 mph, 30% incline","Running uphill, 1.4 to 1.59 mph, 30% incline",14.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12345,adult,chạy bộ,Running,"chạy bộ lên dốc, >1.6mph, 10-30% incline","Running uphill, >1.6mph, 10-30% incline",16.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12350,adult,chạy bộ,Running,"chạy bộ, hilly terrain, ±100m change trong elevation","Running, hilly terrain, ±100m change in elevation",16.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12352,adult,chạy bộ,Running,"chạy bộ xuống dốc, 5.0 to 5.9 mph, -10% to -15%","Running downhill, 5.0 to 5.9 mph, -10% to -15%",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/running
adult_12353,adult,chạy bộ,Running,"chạy bộ xuống dốc, 6.0 to 6.9 mph, -10% to -15%","Running downhill, 6.0 to 6.9 mph, -10% to -15%",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12355,adult,chạy bộ,Running,"chạy bộ xuống dốc, 7.0 to 8.9 mph, -10% to -15%","Running downhill, 7.0 to 8.9 mph, -10% to -15%",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12358,adult,chạy bộ,Running,"chạy bộ xuống dốc, 6.0 to 7.9 mph, -3% to -9%","Running downhill, 6.0 to 7.9 mph, -3% to -9%",9.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12361,adult,chạy bộ,Running,"chạy bộ xuống dốc, 8.0 to 10.5 mph, -3% to -9%","Running downhill, 8.0 to 10.5 mph, -3% to -9%",13.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12405,adult,chạy bộ,Running,"Running/jogging, curved treadmill, 3.0 to 3.9 mph","Running/jogging, curved treadmill, 3.0 to 3.9 mph",5.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/running
adult_12408,adult,chạy bộ,Running,"Running/jogging, curved treadmill, 4.0 to 4.9 mph","Running/jogging, curved treadmill, 4.0 to 4.9 mph",6.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12410,adult,chạy bộ,Running,"chạy bộ curved treadmill, 5.0 to 5.9 mph","Running curved treadmill, 5.0 to 5.9 mph",11.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12412,adult,chạy bộ,Running,"chạy bộ curved treadmill, 7.0 to 7.9 mph","Running curved treadmill, 7.0 to 7.9 mph",12.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12414,adult,chạy bộ,Running,"chạy bộ curved treadmill, 8.0 to 8.9 mph","Running curved treadmill, 8.0 to 8.9 mph",14.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12416,adult,chạy bộ,Running,"chạy bộ curved treadmill, 9.0 to 9.9 mph","Running curved treadmill, 9.0 to 9.9 mph",16.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12508,adult,chạy bộ,Running,"chạy bộ, 5.0 – 5.9 mph, 1.0 to 3.0 kg backpack","Running, 5.0 – 5.9 mph, 1.0 to 3.0 kg backpack",8.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12510,adult,chạy bộ,Running,"chạy bộ, 6.0 – 6.9 mph, 1.0 to 3.0 kg backpack","Running, 6.0 – 6.9 mph, 1.0 to 3.0 kg backpack",9.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12512,adult,chạy bộ,Running,"chạy bộ, 7.0 – 7.9 mph, 1.0 to 3.0 kg backpack","Running, 7.0 – 7.9 mph, 1.0 to 3.0 kg backpack",9.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12514,adult,chạy bộ,Running,"chạy bộ, 8.0 – 8.9 mph, 1.0 to 3.0 kg backpack","Running, 8.0 – 8.9 mph, 1.0 to 3.0 kg backpack",12.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12555,adult,chạy bộ,Running,"chạy bộ, barefoot, 3.5-5.9 mph","Running, barefoot, 3.5-5.9 mph",7.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12560,adult,chạy bộ,Running,"chạy bộ, barefoot, 6.0-7.9 mph","Running, barefoot, 6.0-7.9 mph",12.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12565,adult,chạy bộ,Running,"chạy bộ, barefoot, 8.0-8.9 mph","Running, barefoot, 8.0-8.9 mph",13.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12585,adult,chạy bộ,Running,"chạy bộ, chạy bộ chậm stroller, indoors, 5 mph","Running, jogging stroller, indoors, 5 mph",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12588,adult,chạy bộ,Running,"chạy bộ, chạy bộ chậm stroller, indoors, 6 mph","Running, jogging stroller, indoors, 6 mph",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12593,adult,chạy bộ,Running,"chạy bộ, chạy bộ chậm stroller, outdoors, 5 mph","Running, jogging stroller, outdoors, 5 mph",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12595,adult,chạy bộ,Running,"chạy bộ, chạy bộ chậm stroller, outdoors, 6 mph","Running, jogging stroller, outdoors, 6 mph",11.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12600,adult,chạy bộ,Running,"Skipping, 5.5-6.0 mph","Skipping, 5.5-6.0 mph",11.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_12620,adult,chạy bộ,Running,"Triathlon, chạy bộ","Triathlon, Running",13.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/running
adult_13000,adult,tự chăm sóc,Self Care,"Getting ready cho bed, chung, đứng","Getting ready for bed, general, standing",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/self-care
adult_13009,adult,tự chăm sóc,Self Care,"ngồi on toilet, eliminating while đứng hoặc squatting","Sitting on toilet, eliminating while standing or squatting",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/self-care
adult_13010,adult,tự chăm sóc,Self Care,"Bathing, ngồi","Bathing, sitting",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/self-care
adult_13020,adult,tự chăm sóc,Self Care,"Dressing, undressing, đứng hoặc ngồi","Dressing, undressing, standing or sitting",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/self-care
adult_13030,adult,tự chăm sóc,Self Care,"Eating, ngồi","Eating, sitting",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/self-care
adult_13035,adult,tự chăm sóc,Self Care,"Talking và eating hoặc eating only, đứng","Talking and eating or eating only, standing",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/self-care
adult_13036,adult,tự chăm sóc,Self Care,"Taking medication, ngồi hoặc đứng","Taking medication, sitting or standing",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/self-care
adult_13040,adult,tự chăm sóc,Self Care,"Grooming, washing hands, shaving, brushing teeth, putting on make-up, ngồi hoặc đứng","Grooming, washing hands, shaving, brushing teeth, putting on make-up, sitting or standing",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/self-care
adult_13045,adult,tự chăm sóc,Self Care,"Hairstyling, đứng","Hairstyling, standing",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/self-care
adult_13046,adult,tự chăm sóc,Self Care,"Having hair hoặc nails done by someone else, ngồi","Having hair or nails done by someone else, sitting",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/self-care
adult_13050,adult,tự chăm sóc,Self Care,"Showering, toweling off, đứng","Showering, toweling off, standing",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/self-care
adult_14010,adult,hoạt động tình dục,Sexual Activity,"Active, mạnh nỗ lực","Active, vigorous effort",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sexual-activity
adult_14020,adult,hoạt động tình dục,Sexual Activity,"chung, vừa nỗ lực","General, moderate effort",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sexual-activity
adult_14030,adult,hoạt động tình dục,Sexual Activity,"Passive, nhẹ nỗ lực, kissing, hugging","Passive, light effort, kissing, hugging",1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/sexual-activity
adult_15000,adult,thể thao,Sports,"Alaska Native Games, Eskimo Olympics, chung","Alaska Native Games, Eskimo Olympics, general",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15010,adult,thể thao,Sports,Archery (non-hunting),Archery (non-hunting),4.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15020,adult,thể thao,Sports,"Badminton, competitive (Taylor Code 450)","Badminton, competitive (Taylor Code 450)",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15025,adult,thể thao,Sports,"Badminton, competitive, match play","Badminton, competitive, match play",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15030,adult,thể thao,Sports,"Badminton, social singles và doubles, chung","Badminton, social singles and doubles, general",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15040,adult,thể thao,Sports,"Basketball, game (Taylor Code 490)","Basketball, game (Taylor Code 490)",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15050,adult,thể thao,Sports,"Basketball, non-game, chung (Taylor Code 480)","Basketball, non-game, general (Taylor Code 480)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15055,adult,thể thao,Sports,"Basketball, chung","Basketball, general",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15060,adult,thể thao,Sports,"Basketball, officiating (Taylor Code 500)","Basketball, officiating (Taylor Code 500)",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15062,adult,thể thao,Sports,"Basketball, officiating","Basketball, officiating",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15070,adult,thể thao,Sports,"Basketball, shooting baskets","Basketball, shooting baskets",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15072,adult,thể thao,Sports,"Basketball, drills, practice","Basketball, drills, practice",9.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15080,adult,thể thao,Sports,Billiards,Billiards,2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/sports
adult_15090,adult,thể thao,Sports,Bowling (Taylor Code 390),Bowling (Taylor Code 390),3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15092,adult,thể thao,Sports,"Bowling, indoor, bowling alley","Bowling, indoor, bowling alley",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15100,adult,thể thao,Sports,"Boxing, trong ring, chung","Boxing, in ring, general",12.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15110,adult,thể thao,Sports,"Boxing, punching bag","Boxing, punching bag",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15113,adult,thể thao,Sports,"Boxing, punching bag, 60 b/min","Boxing, punching bag, 60 b/min",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15115,adult,thể thao,Sports,"Boxing, punching bag, 120 b/min","Boxing, punching bag, 120 b/min",8.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15118,adult,thể thao,Sports,"Boxing, punching bag, 180 b/min","Boxing, punching bag, 180 b/min",10.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15120,adult,thể thao,Sports,"Boxing, sparring","Boxing, sparring",7.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15125,adult,thể thao,Sports,"Boxing, simulated boxing round, exercise","Boxing, simulated boxing round, exercise",9.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15130,adult,thể thao,Sports,Broomball,Broomball,7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15135,adult,thể thao,Sports,"Children’s games, adults playing (e.g., hopscotch, 4-square, dodge ball, playground apparatus, t-ball, tetherball, marbles, jacks, arcade games), vừa nỗ lực","Children’s games, adults playing (e.g., hopscotch, 4-square, dodge ball, playground apparatus, t-ball, tetherball, marbles, jacks, arcade games), moderate effort",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15138,adult,thể thao,Sports,"Cheerleading, gymnastic moves, competitive","Cheerleading, gymnastic moves, competitive",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15140,adult,thể thao,Sports,"Coaching, football, soccer, basketball, baseball, bơi lội, etc.","Coaching, football, soccer, basketball, baseball, swimming, etc.",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15142,adult,thể thao,Sports,"Coaching, actively playing sport với players","Coaching, actively playing sport with players",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15150,adult,thể thao,Sports,"Cricket, batting, bowling, fielding","Cricket, batting, bowling, fielding",4.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15160,adult,thể thao,Sports,Croquet,Croquet,3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15170,adult,thể thao,Sports,Curling,Curling,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15180,adult,thể thao,Sports,"Darts, wall hoặc vườn","Darts, wall or lawn",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/sports
adult_15190,adult,thể thao,Sports,"Drag racing, đẩy hoặc driving a car","Drag racing, pushing or driving a car",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15192,adult,thể thao,Sports,"Auto racing, open wheel","Auto racing, open wheel",8.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15195,adult,thể thao,Sports,Futsal,Futsal,7.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15200,adult,thể thao,Sports,"Fencing, chung","Fencing, general",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15203,adult,thể thao,Sports,"Fencing, epee, competitive","Fencing, epee, competitive",9.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15205,adult,thể thao,Sports,Floorball,Floorball,10.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15210,adult,thể thao,Sports,"Football, competitive","Football, competitive",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15230,adult,thể thao,Sports,"Football, touch, flag, chung (Taylor Code 510)","Football, touch, flag, general (Taylor Code 510)",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15232,adult,thể thao,Sports,"Football, touch, flag, nhẹ nỗ lực","Football, touch, flag, light effort",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15235,adult,thể thao,Sports,"Football hoặc baseball, playing catch","Football or baseball, playing catch",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/sports
adult_15240,adult,thể thao,Sports,"Frisbee playing, chung","Frisbee playing, general",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15250,adult,thể thao,Sports,"Frisbee, ultimate","Frisbee, ultimate",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15252,adult,thể thao,Sports,Frisbee golf,Frisbee golf,3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15255,adult,thể thao,Sports,"Golf, chung","Golf, general",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15265,adult,thể thao,Sports,"Golf, đi bộ, mang vác clubs","Golf, walking, carrying clubs",4.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15270,adult,thể thao,Sports,"Golf, miniature, driving range","Golf, miniature, driving range",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15285,adult,thể thao,Sports,"Golf, đi bộ, kéo clubs","Golf, walking, pulling clubs",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15290,adult,thể thao,Sports,"Golf, using power cart (Taylor Code 070)","Golf, using power cart (Taylor Code 070)",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15300,adult,thể thao,Sports,"Gymnastics, chung","Gymnastics, general",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15310,adult,thể thao,Sports,Hacky sack,Hacky sack,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15320,adult,thể thao,Sports,"Handball, chung (Taylor Code 520)","Handball, general (Taylor Code 520)",12.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15330,adult,thể thao,Sports,"Handball, team","Handball, team",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15335,adult,thể thao,Sports,"High ropes course, multiple elements","High ropes course, multiple elements",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15340,adult,thể thao,Sports,Hang gliding,Hang gliding,3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15350,adult,thể thao,Sports,"Hockey, field","Hockey, field",7.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15360,adult,thể thao,Sports,"Hockey, ice, chung","Hockey, ice, general",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15362,adult,thể thao,Sports,"Hockey, ice, competitive","Hockey, ice, competitive",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15370,adult,thể thao,Sports,"Horseback riding, chung","Horseback riding, general",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15380,adult,thể thao,Sports,"Horse grooming, maintenance, saddling tasks","Horse grooming, maintenance, saddling tasks",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15390,adult,thể thao,Sports,"Horseback riding, trotting","Horseback riding, trotting",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15395,adult,thể thao,Sports,"Horseback riding, canter hoặc gallop","Horseback riding, canter or gallop",7.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15400,adult,thể thao,Sports,"Horseback riding, đi bộ","Horseback riding, walking",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15402,adult,thể thao,Sports,"Horseback riding, nhảy","Horseback riding, jumping",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15403,adult,thể thao,Sports,"Horseback riding, reining","Horseback riding, reining",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15406,adult,thể thao,Sports,"Horseback riding, simulator","Horseback riding, simulator",2.1,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/sports
adult_15408,adult,thể thao,Sports,"Horse cart, driving, đứng hoặc ngồi","Horse cart, driving, standing or sitting",1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/sports
adult_15410,adult,thể thao,Sports,"Horseshoe pitching, quoits","Horseshoe pitching, quoits",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15420,adult,thể thao,Sports,Jai alai,Jai alai,12.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15425,adult,thể thao,Sports,"Martial Arts, different types, slower tốc độ, novice performers, practice","Martial Arts, different types, slower pace, novice performers, practice",5.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15430,adult,thể thao,Sports,"Martial Arts, different types, vừa tốc độ (e.g., judo, jujitsu, karate, kick boxing, tae kwon do, tai-bo, Muay Thai boxing)","Martial Arts, different types, moderate pace (e.g., judo, jujitsu, karate, kick boxing, tae kwon do, tai-bo, Muay Thai boxing)",10.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15432,adult,thể thao,Sports,"Taekwondo, combat simulation","Taekwondo, combat simulation",14.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15433,adult,thể thao,Sports,Judo,Judo,11.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15440,adult,thể thao,Sports,Juggling,Juggling,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
