food_id,source_name,name_vi,name_en,category_vi,category_en,item_type,processing_level,recommendation_priority,water_g,kcal_per_100g,protein_g,fat_g,carb_g,fiber_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,iron_mg,magnesium_mg,zinc_mg,cholesterol_mg,saturated_fat_g,trans_fat_g,purine_mg
FOOD003060,SR Legacy,"Bò, vai bít tết, không xương, chín, nướng","Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,64.62,175.0,28.6,5.82,0.0,0.0,0.0,68.0,372.0,249.0,12.0,2.94,26.0,8.19,82.0,2.43,0.31,
FOOD003061,SR Legacy,"Bò, vai, khối vai bít tết, chín, om","Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,60.02,189.0,29.34,7.04,0.0,0.0,0.0,60.0,287.0,233.0,8.0,3.79,22.0,7.87,94.0,2.271,,
FOOD003062,SR Legacy,"Bò, vai, thăn vai giả bít tết, USDA, chín, nướng lửa trên","Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,medium,65.57,161.0,25.73,5.72,0.0,0.0,0.0,73.0,293.0,234.0,8.0,3.02,23.0,7.83,65.0,1.721,,
FOOD003063,SR Legacy,"Bò, vai, khối vai miếng nướng, chín, nướng/quay","Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,62.13,196.0,27.3,8.76,0.0,0.0,0.0,72.0,372.0,215.0,7.0,3.09,21.0,6.16,73.0,3.349,,
FOOD003064,SR Legacy,"Bò, vai bít tết, không xương, chín, nướng","Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,63.61,186.0,28.22,7.25,0.0,0.0,0.0,67.0,367.0,245.0,12.0,2.9,26.0,7.89,81.0,3.09,0.368,
FOOD003065,SR Legacy,"Bò, vai bít tết, không xương, chín, nướng","Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,64.65,177.0,28.41,6.14,0.0,0.0,0.0,67.0,366.0,245.0,12.0,2.89,24.0,8.27,83.0,2.642,0.424,
FOOD003066,SR Legacy,"Bò, bụng trước, phía trong diềm thăn bít tết, chín, nướng lửa trên","Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,medium,60.34,220.0,26.13,12.05,0.0,0.0,0.0,75.0,289.0,230.0,11.0,2.77,24.0,7.23,60.0,4.666,,
FOOD003067,SR Legacy,"Bò, bụng trước, phía ngoài diềm thăn bít tết, chín, nướng lửa trên","Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,medium,57.16,255.0,23.51,17.13,0.0,0.0,0.0,92.0,379.0,214.0,11.0,2.58,24.0,5.51,59.0,7.083,,
FOOD003068,SR Legacy,"Bò, vai bít tết, không xương, chín, nướng","Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,64.02,182.0,28.29,6.8,0.0,0.0,0.0,67.0,366.0,245.0,12.0,2.9,25.0,8.04,81.0,2.911,0.39,
FOOD003069,SR Legacy,"Thịt bò xay, 95% nạc thịt / 5% mỡ, sống","Beef, ground, 95% lean meat / 5% fat, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,high,73.24,137.0,21.41,5.0,0.0,0.0,0.0,66.0,346.0,198.0,9.0,2.38,22.0,5.09,62.0,2.182,0.22,
FOOD003070,SR Legacy,"Thịt bò xay, 95% nạc thịt / 5% mỡ, miếng ép, chín, nướng lửa trên","Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,medium,65.78,174.0,26.29,6.8,0.0,0.0,0.0,65.0,347.0,206.0,7.0,2.83,22.0,6.43,88.0,2.976,0.174,
FOOD003071,SR Legacy,"Thịt bò xay, 95% nạc thịt / 5% mỡ, miếng ép, chín, áp chảo không dầu","Beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,medium,66.9,164.0,25.8,5.94,0.0,0.0,0.0,71.0,376.0,222.0,9.0,2.85,24.0,6.45,84.0,2.589,0.179,
FOOD003072,SR Legacy,"Thịt bò xay, 90% nạc thịt / 10% mỡ, miếng ép, chín, áp chảo không dầu","Beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,medium,63.21,204.0,25.21,10.68,0.0,0.0,0.0,75.0,363.0,216.0,15.0,2.77,23.0,6.33,84.0,4.189,0.397,
FOOD003073,SR Legacy,"Thịt bò xay, 90% nạc thịt / 10% mỡ, dạng vụn, chín, rán vàng trên chảo","Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,58.58,230.0,28.45,12.04,0.0,0.0,0.0,87.0,433.0,250.0,16.0,3.08,27.0,6.84,89.0,4.712,0.359,
FOOD003074,SR Legacy,"Thịt bò xay, 90% nạc thịt / 10% mỡ, dạng ổ, chín, nướng","Beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,61.33,214.0,26.62,11.1,0.0,0.0,0.0,61.0,300.0,193.0,13.0,2.89,21.0,6.65,88.0,4.375,0.373,
FOOD003075,SR Legacy,"Thịt bò xay, 85% nạc thịt / 15% mỡ, sống","Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,high,65.66,215.0,18.59,15.0,0.0,0.0,0.0,66.0,295.0,171.0,15.0,2.09,18.0,4.48,68.0,5.715,0.86,
FOOD003076,SR Legacy,"Thịt bò xay, 80% nạc thịt / 20% mỡ, miếng ép, chín, nướng lửa trên","Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,medium,55.99,270.0,25.75,17.78,0.0,0.0,0.0,75.0,304.0,194.0,24.0,2.48,20.0,6.25,88.0,6.764,0.771,
FOOD003077,SR Legacy,"Thịt bò xay, 80% nạc thịt / 20% mỡ, miếng ép, chín, áp chảo không dầu","Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,medium,59.11,246.0,24.04,15.94,0.0,0.0,0.0,83.0,335.0,205.0,26.0,2.59,21.0,6.07,84.0,6.029,0.833,
FOOD003078,SR Legacy,"Thịt bò xay, 80% nạc thịt / 20% mỡ, dạng vụn, chín, rán vàng trên chảo","Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,54.54,272.0,27.0,17.36,0.0,0.0,0.0,91.0,380.0,226.0,28.0,2.78,23.0,6.4,89.0,6.546,0.753,
FOOD003079,SR Legacy,"Thịt bò xay, 80% nạc thịt / 20% mỡ, dạng ổ, chín, nướng","Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,57.7,254.0,25.25,16.17,0.0,0.0,0.0,67.0,271.0,179.0,23.0,2.58,19.0,6.24,88.0,6.159,0.773,
FOOD003080,SR Legacy,"Thịt bò xay, 75% nạc thịt / 25% mỡ, dạng ổ, chín, nướng","Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,57.5,254.0,24.56,16.5,0.0,0.0,0.0,70.0,256.0,172.0,28.0,2.43,18.0,6.04,88.0,6.356,0.973,
FOOD003081,SR Legacy,"Bò, sườn, đầu nhỏ (sườn 10-12), sống","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,high,72.9,134.0,22.53,4.2,0.0,0.0,0.0,55.0,353.0,209.0,22.0,1.59,23.0,3.96,73.0,1.553,,
FOOD003082,SR Legacy,"Bò, thăn nội, bít tết, sống","Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,71.11,148.0,22.06,5.93,0.0,0.0,0.0,55.0,354.0,209.0,22.0,1.6,23.0,3.97,64.0,2.191,,
FOOD003083,SR Legacy,"Bò, thăn mông trên, bít tết, sống","Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,73.31,127.0,22.27,3.54,0.0,0.0,0.0,56.0,357.0,211.0,22.0,1.61,23.0,4.0,59.0,1.307,,
FOOD003084,SR Legacy,"Bò, thăn lưng ngắn, thăn lưng trên, bít tết, chín, nướng","Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,64.65,177.0,29.44,5.73,0.0,0.0,0.0,62.0,386.0,239.0,21.0,1.81,25.0,5.38,78.0,2.183,,
FOOD003085,SR Legacy,"Bò, đùi sau, đùi sau dưới, miếng nướng, chín, nướng/quay","Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,66.61,164.0,28.45,4.67,0.0,0.0,0.0,38.0,238.0,183.0,6.0,2.35,19.0,4.92,74.0,1.608,,
FOOD003086,SR Legacy,"Bò, đùi sau, lõi của đùi sau, miếng nướng, chín, nướng/quay","Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,66.31,163.0,29.59,4.11,0.0,0.0,0.0,39.0,245.0,188.0,6.0,2.42,20.0,5.06,75.0,1.416,,
FOOD003087,SR Legacy,"Bò, đùi sau, đùi sau trên, bít tết, chín, nướng lửa trên","Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,medium,62.79,177.0,31.61,4.65,0.0,0.0,0.0,43.0,270.0,207.0,7.0,2.66,22.0,5.57,82.0,1.602,,
FOOD003088,SR Legacy,"Bò, đùi sau, lõi của đùi sau, miếng nướng, chín, nướng/quay","Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,65.52,169.0,29.73,4.71,0.0,0.0,0.0,38.0,241.0,186.0,6.0,2.46,20.0,5.06,76.0,1.624,,
FOOD003089,SR Legacy,"Bò, sườn, đầu nhỏ (sườn 10-12), sống","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,high,69.95,141.0,22.33,5.04,0.0,0.0,0.0,56.0,347.0,206.0,24.0,1.6,23.0,4.01,75.0,1.864,,
FOOD003090,SR Legacy,"Bò, thăn nội, bít tết, chín, nướng lửa trên","Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,medium,62.93,200.0,29.04,8.39,0.0,0.0,0.0,60.0,370.0,230.0,19.0,1.84,25.0,5.38,82.0,3.195,,
FOOD003091,SR Legacy,"Bò, thăn nội, bít tết, sống","Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,70.62,153.0,22.12,6.52,0.0,0.0,0.0,56.0,347.0,206.0,24.0,1.6,23.0,4.01,65.0,2.412,,
FOOD003092,SR Legacy,"Bò, thăn lưng ngắn, thăn lưng trên, bít tết, chín, nướng lửa trên","Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,medium,63.32,189.0,29.3,7.09,0.0,0.0,0.0,61.0,372.0,231.0,19.0,1.85,25.0,5.41,81.0,2.7,,
FOOD003093,SR Legacy,"Bò, thăn lưng ngắn, thăn lưng trên bít tết, sống","Beef, short loin, top loin steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,71.49,138.0,22.93,5.15,0.0,0.0,0.0,57.0,354.0,211.0,25.0,1.64,24.0,4.1,53.0,1.905,,
FOOD003094,SR Legacy,"Bò, đùi sau, đùi sau trên, bít tết, chín, nướng lửa trên","Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,medium,61.96,185.0,31.82,5.45,0.0,0.0,0.0,42.0,264.0,204.0,7.0,2.7,21.0,5.54,84.0,1.878,,
FOOD003095,SR Legacy,"Bò, đùi sau, đùi sau trên, bít tết, sống","Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,75.02,135.0,22.91,4.09,0.0,0.0,0.0,61.0,362.0,222.0,20.0,1.99,25.0,4.36,55.0,1.399,,
FOOD003096,SR Legacy,"Bò, vai, phần trước thịt om nguyên miếng, chín, om","Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,56.39,224.0,34.72,8.37,0.0,0.0,0.0,56.0,275.0,213.0,15.0,3.04,23.0,8.2,106.0,3.17,,
FOOD003097,SR Legacy,"Bò, ức, nửa phần dẹt, chín, om","Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,high,59.82,203.0,33.13,6.79,0.0,0.0,0.0,53.0,261.0,202.0,14.0,2.88,22.0,7.76,97.0,2.572,,
FOOD003098,SR Legacy,"Bò, đùi sau, lõi của đùi sau, miếng nướng, sống","Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,high,72.89,128.0,22.88,3.38,0.0,0.0,0.0,57.0,351.0,221.0,20.0,2.12,25.0,4.28,60.0,1.158,,
FOOD003099,SR Legacy,"Bò, đùi sau, đùi sau trên, bít tết, sống","Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,71.44,140.0,22.69,4.78,0.0,0.0,0.0,57.0,352.0,222.0,20.0,2.12,25.0,4.29,63.0,1.637,,
FOOD003100,SR Legacy,"Cá, cá vược, sọc, sống","Fish, bass, striped, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,79.22,97.0,17.73,2.33,0.0,0.0,,69.0,256.0,198.0,15.0,0.84,40.0,0.4,80.0,0.507,,
FOOD003101,SR Legacy,"Cá, bluefish, sống","Fish, bluefish, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,70.86,124.0,20.04,4.24,0.0,0.0,,60.0,372.0,227.0,7.0,0.48,33.0,0.81,59.0,0.915,,
FOOD003103,SR Legacy,"Cá, butterfish, sống","Fish, butterfish, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,processed,medium,74.13,146.0,17.28,8.02,0.0,0.0,,89.0,375.0,240.0,22.0,0.5,25.0,0.77,65.0,3.38,,
FOOD003105,SR Legacy,"Cá, cisco, sống","Fish, cisco, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,78.93,98.0,18.99,1.91,0.0,0.0,,55.0,354.0,152.0,12.0,0.4,17.0,0.37,50.0,0.421,,
FOOD003106,SR Legacy,"Cá, cisco, hun khói","Fish, cisco, smoked","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,basic_food,processed,medium,69.8,177.0,16.36,11.9,0.0,0.0,0.0,481.0,293.0,150.0,26.0,0.49,17.0,0.3,32.0,1.741,,
FOOD003107,SR Legacy,"Cá, cá tuyết, Atlantic, sống","Fish, cod, Atlantic, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,81.22,82.0,17.81,0.67,0.0,0.0,0.0,54.0,413.0,203.0,16.0,0.38,32.0,0.45,43.0,0.131,,
FOOD003108,SR Legacy,"Cá, cá tuyết, Atlantic, chín, nhiệt khô","Fish, cod, Atlantic, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,75.92,105.0,22.83,0.86,0.0,0.0,0.0,78.0,244.0,138.0,14.0,0.49,42.0,0.58,55.0,0.168,,
FOOD003109,SR Legacy,"Cá, croaker, Atlantic, chín, tẩm bột và chiên","Fish, croaker, Atlantic, cooked, breaded and fried","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,59.76,221.0,18.2,12.67,7.54,0.4,,348.0,340.0,217.0,32.0,0.86,42.0,0.52,84.0,3.476,,
FOOD003110,SR Legacy,"Cá, cusk, sống","Fish, cusk, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,76.35,87.0,18.99,0.69,0.0,0.0,,31.0,392.0,204.0,10.0,0.83,31.0,0.38,41.0,0.13,,
FOOD003111,SR Legacy,"Cá, mahimahi, sống","Fish, mahimahi, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,77.55,85.0,18.5,0.7,0.0,0.0,,88.0,416.0,143.0,15.0,1.13,30.0,0.46,73.0,0.188,,
FOOD003112,SR Legacy,"Cá, cá đù, nước ngọt, sống","Fish, drum, freshwater, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,beverage,unprocessed,high,77.33,119.0,17.54,4.93,0.0,0.0,,75.0,275.0,180.0,60.0,0.9,30.0,0.66,64.0,1.119,,
FOOD003113,SR Legacy,"Cá, gefiltefish, thương mại, ngọt recipe","Fish, gefiltefish, commercial, sweet recipe","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,minimally_processed,high,80.35,84.0,9.07,1.73,7.41,0.0,,524.0,91.0,73.0,23.0,2.48,9.0,0.82,30.0,0.412,,
FOOD003114,SR Legacy,"Cá, grouper, nhiều loài, sống","Fish, grouper, mixed species, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,79.22,92.0,19.38,1.02,0.0,0.0,,53.0,483.0,162.0,27.0,0.89,31.0,0.48,37.0,0.233,,
FOOD003115,SR Legacy,"Cá, grouper, nhiều loài, chín, nhiệt khô","Fish, grouper, mixed species, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,73.36,118.0,24.84,1.3,0.0,0.0,,53.0,475.0,143.0,21.0,1.14,37.0,0.51,47.0,0.299,,
FOOD003116,SR Legacy,"Cá, cá tuyết chấm đen, sống","Fish, haddock, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,83.38,74.0,16.32,0.45,0.0,0.0,0.0,213.0,286.0,227.0,11.0,0.17,21.0,0.32,54.0,0.091,0.004,
FOOD003117,SR Legacy,"Cá, cá bơn, Greenland, sống","Fish, halibut, Greenland, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,70.27,186.0,14.37,13.84,0.0,0.0,0.0,80.0,268.0,164.0,3.0,0.66,26.0,0.4,46.0,2.419,,
FOOD003119,SR Legacy,"Động vật giáp xác, cua, dungeness, sống","Crustaceans, crab, dungeness, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,79.18,86.0,17.41,0.97,0.74,0.0,,295.0,354.0,182.0,46.0,0.37,45.0,4.27,59.0,0.132,,
FOOD003120,SR Legacy,"Động vật giáp xác, cua, queen, sống","Crustaceans, crab, queen, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,80.58,90.0,18.5,1.18,0.0,0.0,,539.0,173.0,133.0,26.0,2.5,49.0,2.8,55.0,0.143,,
FOOD003121,SR Legacy,"Động vật giáp xác, tôm, nhiều loài, chín, tẩm bột và chiên","Crustaceans, shrimp, mixed species, cooked, breaded and fried","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,52.86,242.0,21.39,12.28,11.47,0.4,0.8,344.0,225.0,218.0,67.0,1.26,40.0,1.38,138.0,2.087,,
FOOD003122,SR Legacy,"Động vật giáp xác, tôm, nhiều loài, chín, nhiệt ẩm (có thể chứa phụ gia giữ ẩm)","Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,71.56,119.0,22.78,1.7,1.52,0.0,0.0,947.0,170.0,306.0,91.0,0.32,37.0,1.63,211.0,0.521,0.035,
FOOD003123,SR Legacy,"Động vật giáp xác, tôm, nhiều loài, đóng hộp","Crustaceans, shrimp, mixed species, canned","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,processed,medium,75.85,100.0,20.42,1.36,0.0,0.0,0.0,870.0,80.0,195.0,145.0,2.13,33.0,1.96,252.0,0.188,,
FOOD003124,SR Legacy,"Động vật giáp xác, tôm, nhiều loài, mô phỏng, làm từ surimi","Crustaceans, shrimp, mixed species, imitation, made from surimi","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,basic_food,minimally_processed,high,74.91,101.0,12.39,1.47,9.13,0.0,,705.0,89.0,282.0,19.0,0.6,43.0,0.33,36.0,0.29,,
FOOD003125,SR Legacy,"Động vật thân mềm, nghêu, nhiều loài, chín, tẩm bột và chiên","Mollusks, clam, mixed species, cooked, breaded and fried","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,61.55,202.0,14.24,11.15,10.33,,,364.0,326.0,188.0,63.0,13.91,14.0,1.46,61.0,2.683,,
FOOD003126,SR Legacy,"Động vật thân mềm, nghêu, nhiều loài, chín, nhiệt ẩm","Mollusks, clam, mixed species, cooked, moist heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,63.64,148.0,25.55,1.95,5.13,0.0,,1202.0,628.0,338.0,92.0,2.81,18.0,2.73,67.0,0.188,,
FOOD003127,SR Legacy,"Động vật thân mềm, nghêu, nhiều loài, đóng hộp, phần cái đã ráo nước","Mollusks, clam, mixed species, canned, drained solids","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,processed,medium,65.26,142.0,24.25,1.59,5.9,0.0,0.0,112.0,628.0,327.0,65.0,2.68,32.0,0.84,50.0,0.309,0.024,
FOOD003128,SR Legacy,"Động vật thân mềm, nghêu, nhiều loài, đóng hộp, dạng lỏng","Mollusks, clam, mixed species, canned, liquid","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,processed,medium,97.7,2.0,0.4,0.02,0.1,0.0,0.0,215.0,149.0,114.0,13.0,0.3,11.0,0.1,3.0,0.002,,
FOOD003129,SR Legacy,"Động vật thân mềm, hàu, phương Đông, tự nhiên, sống","Mollusks, oyster, eastern, wild, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,89.04,51.0,5.71,1.71,2.72,0.0,0.62,85.0,156.0,97.0,59.0,4.61,18.0,39.3,40.0,0.474,0.034,
FOOD003130,SR Legacy,"Động vật thân mềm, hàu, phương Đông, chín, tẩm bột và chiên","Mollusks, oyster, eastern, cooked, breaded and fried","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,64.72,199.0,8.77,12.58,11.62,,,417.0,244.0,159.0,62.0,6.95,58.0,87.13,71.0,3.197,,
FOOD003131,SR Legacy,"Động vật thân mềm, hàu, phương Đông, tự nhiên, chín, nhiệt ẩm","Mollusks, oyster, eastern, wild, cooked, moist heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,78.19,102.0,11.42,3.42,5.45,0.0,1.23,166.0,139.0,194.0,116.0,9.21,35.0,78.6,79.0,0.948,0.068,
FOOD003132,SR Legacy,"Động vật thân mềm, hàu, phương Đông, đóng hộp","Mollusks, oyster, eastern, canned","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,processed,medium,85.14,68.0,7.06,2.47,3.91,0.0,0.0,112.0,229.0,139.0,45.0,6.7,54.0,90.95,55.0,0.631,,
FOOD003133,SR Legacy,"Động vật thân mềm, squid, nhiều loài, chín, chiên","Mollusks, squid, mixed species, cooked, fried","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,64.54,175.0,17.94,7.48,7.79,0.0,,306.0,279.0,251.0,39.0,1.01,38.0,1.74,260.0,1.878,,
FOOD003134,SR Legacy,"Động vật thân mềm, whelk, unspecified, sống","Mollusks, whelk, unspecified, raw","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,raw_ingredient,unprocessed,high,66.0,137.0,23.84,0.4,7.76,0.0,0.0,206.0,347.0,141.0,57.0,5.03,86.0,1.63,65.0,0.031,,
FOOD003135,SR Legacy,"Động vật thân mềm, whelk, unspecified, chín, nhiệt ẩm","Mollusks, whelk, unspecified, cooked, moist heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,32.0,275.0,47.68,0.8,15.52,0.0,,412.0,694.0,282.0,113.0,10.06,172.0,3.26,130.0,0.062,,
FOOD003136,SR Legacy,"Cá, cá hồi, chinook, hun khói, (lox), loại thường","Fish, salmon, chinook, smoked, (lox), regular","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,basic_food,processed,medium,72.0,117.0,18.28,4.32,0.0,0.0,,2000.0,175.0,164.0,11.0,0.85,18.0,0.31,23.0,0.929,,
