activity_id,source_compendium,category_name_vi,category_name_en,description_vi,description_en,met_value,met_type,baseline_value,baseline_unit,intensity_level,suitable_for_beginner,suitable_for_elderly,suitable_for_wheelchair_user,source_url
adult_15540,adult,Thể thao,Sports,"Leo núi đá, rappelling","Rock climbing, rappelling,",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15542,adult,Thể thao,Sports,"Thể thao rodeo, thông thường, cường độ nhẹ","Rodeo sports, general, light effort",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15544,adult,Thể thao,Sports,"Thể thao rodeo, thông thường, cường độ vừa","Rodeo sports, general, moderate effort",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15546,adult,Thể thao,Sports,"Thể thao rodeo, thông thường, cường độ cao","Rodeo sports, general, vigorous effort",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15550,adult,Thể thao,Sports,"Dây nhảy, tốc độ nhanh, 120-160 lần nhảy/phút","Rope jumping, fast pace, 120-160 skips/min",12.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15551,adult,Thể thao,Sports,"Dây nhảy, tốc độ vừa, thông thường, 100–120 lần nhảy/phút, 2 foot skip, plain bounce","Rope jumping, moderate pace, general, 100 to 120 skips/min, 2 foot skip, plain bounce",11.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15552,adult,Thể thao,Sports,"Dây nhảy, tốc độ chậm, < 100 lần nhảy/phút, 2 foot skip, rhythm bounce","Rope jumping, slow pace, < 100 skips/min, 2 foot skip, rhythm bounce",8.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15554,adult,Thể thao,Sports,"Dây nhảy, đôi under hoặc hơn","Rope jumping, double under or more",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15560,adult,Thể thao,Sports,"Rugby, union, đội, thi đấu","Rugby, union, team, competitive",8.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15562,adult,Thể thao,Sports,"Rugby, chạm, non-thi đấu","Rugby, touch, non-competitive",6.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15570,adult,Thể thao,Sports,Shuffleboard,Shuffleboard,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15580,adult,Thể thao,Sports,"Skateboarding, thông thường, cường độ vừa","Skateboarding, general, moderate effort",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15582,adult,Thể thao,Sports,"Skateboarding, thi đấu, cường độ cao","Skateboarding, competitive, vigorous effort",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15590,adult,Thể thao,Sports,"Trượt băng / patin, con lăn (Taylor Code 360)","Skating, roller (Taylor Code 360)",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15591,adult,Thể thao,Sports,"Trượt patin, trượt patin, 14.4 km/h (9.0 mph), giải trí tốc độ","Roller blading, in-line skating, 14.4 km/h (9.0 mph), recreational pace",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15592,adult,Thể thao,Sports,"Trượt patin, trượt patin, 17.7 km/h (11.0 mph), tốc độ vừa, tập luyện tập luyện","Roller blading, in-line skating, 17.7 km/h (11.0 mph), moderate pace, exercise training",9.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15593,adult,Thể thao,Sports,"Trượt patin, trượt patin, 21.0–21.7 km/h (13.0–13.6 mph), tốc độ nhanh, tập luyện tập luyện","Roller blading, in-line skating, 21.0 to 21.7 km/h (13.0 to 13.6 mph), fast pace, exercise training",12.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15594,adult,Thể thao,Sports,"Rollerblading, trượt patin, 24.0 km/h (15.0 mph), maximal nỗ lực","Rollerblading, in-line skating, 24.0 km/h (15.0 mph), maximal effort",15.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15595,adult,Thể thao,Sports,"Trượt ván, ván trượt dài, 13.3 km/h, tốc độ chậm","Skateboard, longboard, 13.3 km/h, slow speed",6.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15596,adult,Thể thao,Sports,"Trượt ván, ván trượt dài, 16.2 km/h, tốc độ thông thường","Skateboard, longboard, 16.2 km/h, typical speed",8.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15597,adult,Thể thao,Sports,"Trượt ván, ván trượt dài, 18.4 km/h, tốc độ nhanh","Skateboard, longboard, 18.4 km/h, fast speed",10.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15600,adult,Thể thao,Sports,"Nhảy dù, BASE nhảy và nhảy bungee","Skydiving, base-jumping, bungee jumping",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15605,adult,Thể thao,Sports,"Bóng đá, thi đấu","Soccer, competitive",9.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15610,adult,Thể thao,Sports,"Bóng đá, giải trí, thông thường (Taylor Code 540)","Soccer, casual, general (Taylor Code 540)",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15615,adult,Thể thao,Sports,Đi bộ bóng đá / bóng bầu dục/bóng đá,Walking football/soccer,3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15620,adult,Thể thao,Sports,"Bóng mềm hoặc bóng chày, nhanh hoặc chậm pitch, thông thường, cường độ vừa (Taylor Code 440)","Softball or baseball, fast or slow pitch, general, moderate effort (Taylor Code 440)",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15625,adult,Thể thao,Sports,"Bóng mềm, luyện tập","Softball, practice",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15630,adult,Thể thao,Sports,"Bóng mềm, làm trọng tài","Softball, officiating",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15640,adult,Thể thao,Sports,"Bóng mềm, ném","Softball, pitching",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15645,adult,Thể thao,Sports,"Khán giả xem thể thao, rất phấn khích, cảm xúc, về thể chất di chuyển","Sports spectator, very excited, emotional, physically moving",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15650,adult,Thể thao,Sports,Squash (Taylor Code 530),Squash (Taylor Code 530),12.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15652,adult,Thể thao,Sports,"Squash, thông thường","Squash, general",7.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15660,adult,Thể thao,Sports,"Bóng bàn, ping pong (Taylor Code 410)","Table tennis, ping pong (Taylor Code 410)",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15670,adult,Thể thao,Sports,"Thái cực quyền, qi gong, thông thường","Tai chi, qi gong, general",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15672,adult,Thể thao,Sports,"Thái cực quyền, qi gong, ngồi, cường độ nhẹ","Tai chi, qi gong, sitting, light effort",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/sports
adult_15674,adult,Thể thao,Sports,"Thái cực quyền chuan, Yang phong cách","Tai chi chuan, Yang style",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15675,adult,Thể thao,Sports,"Quần vợt, thông thường, cường độ vừa","Tennis, general, moderate effort",6.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15676,adult,Thể thao,Sports,"Quần vợt, thông thường, thi đấu","Tennis, general, competitive",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15680,adult,Thể thao,Sports,Quần vợt đôi (Taylor Code 430),"Tennis, doubles (Taylor Code 430)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15685,adult,Thể thao,Sports,Quần vợt đôi,"Tennis, doubles",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15690,adult,Thể thao,Sports,Quần vợt đơn (Taylor Code 420),"Tennis, singles (Taylor Code 420)",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15695,adult,Thể thao,Sports,"Quần vợt, đánh bóng, tập đánh bóng, không thi đấu, cường độ vừa","Tennis, hitting balls, non-game play, moderate effort",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15700,adult,Thể thao,Sports,"Trampoline, giải trí","Trampoline, recreational",6.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15702,adult,Thể thao,Sports,"Trampoline, thi đấu","Trampoline, competitive",10.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15710,adult,Thể thao,Sports,Bóng chuyền (Taylor Code 400),Volleyball (Taylor Code 400),4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15711,adult,Thể thao,Sports,"Bóng chuyền, thi đấu, trong gymnasium","Volleyball, competitive, in gymnasium",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15720,adult,Thể thao,Sports,"Bóng chuyền, non-thi đấu, 6 – 9 member đội, thông thường","Volleyball, non-competitive, 6 – 9 member team, general",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15725,adult,Thể thao,Sports,"Bóng chuyền bãi biển, chơi trên cát","Volleyball, beach, in sand",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15730,adult,Thể thao,Sports,"Wrestling, thi đấu (one match = 5 phút)","Wrestling, competitive (one match = 5 minutes)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15731,adult,Thể thao,Sports,"Wallyball, thông thường","Wallyball, general",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15732,adult,Thể thao,Sports,"Điền kinh (ví dụ: đẩy tạ, ném đĩa, ném búa)","Track and field (e.g., shot, discus, hammer throw)",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/sports
adult_15733,adult,Thể thao,Sports,"Điền kinh (ví dụ: nhảy cao, nhảy xa, nhảy ba bước, ném lao, nhảy sào)","Track and field (e.g., high jump, long jump, triple jump, javelin, pole vault)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_15734,adult,Thể thao,Sports,"Điền kinh (ví dụ: chạy vượt chướng ngại vật, chạy vượt rào)","Track and field (e.g., steeplechase, hurdles)",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/sports
adult_16002,adult,Di chuyển / phương tiện giao thông,Transportation,"Đạp xe để di chuyển, cường độ vừa","Bicycling for transportation, moderate effort",6.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/transportation
adult_16004,adult,Di chuyển / phương tiện giao thông,Transportation,"Đạp xe để di chuyển, cường độ cao","Bicycling for transportation, high effort",9.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/transportation
adult_16005,adult,Di chuyển / phương tiện giao thông,Transportation,Xe đạp điện trợ lực (có trợ lực điện) cho transportation,E-bike (electrically assisted) for transportation,6.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/transportation
adult_16010,adult,Di chuyển / phương tiện giao thông,Transportation,Ô tô hoặc nhẹ xe tải (không một semi) lái xe,Automobile or light truck (not a semi) driving,2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/transportation
adult_16015,adult,Di chuyển / phương tiện giao thông,Transportation,Cưỡi/đi trong một ô tô hoặc xe tải,Riding in a car or truck,1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/transportation
adult_16016,adult,Di chuyển / phương tiện giao thông,Transportation,Cưỡi/đi trong một xe buýt hoặc train,Riding in a bus or train,1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/transportation
adult_16020,adult,Di chuyển / phương tiện giao thông,Transportation,Lái/đi máy bay hoặc trực thăng,Flying airplane or helicoptor,1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/transportation
adult_16030,adult,Di chuyển / phương tiện giao thông,Transportation,"Xe tay ga, xe máy","Motor scooter, motorcycle",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/transportation
adult_16035,adult,Di chuyển / phương tiện giao thông,Transportation,Kéo rickshaw,Pulling rickshaw,6.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/transportation
adult_16040,adult,Di chuyển / phương tiện giao thông,Transportation,Đẩy máy bay vào/ra nhà chứa máy bay,Pushing plane in and out of hangar,6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/transportation
adult_16050,adult,Di chuyển / phương tiện giao thông,Transportation,"Xe tải, semi, máy kéo, ≥1 ton, hoặc xe buýt, lái xe","Truck, semi, tractor, ≥1 ton, or bus, driving",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/transportation
adult_16060,adult,Di chuyển / phương tiện giao thông,Transportation,"Đi bộ để di chuyển, 2.8-3.2 mph, đường bằng, tốc độ vừa, bề mặt chắc chắn","Walking for transportation, 2.8-3.2 mph, level, moderate pace, firm surface",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/transportation
adult_17010,adult,Đi bộ,Walking,Đi bộ mang ba lô (Taylor Code 050),Backpacking (Taylor Code 050),7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17011,adult,Đi bộ,Walking,"Đi bộ với một day đóng gói, địa hình bằng phẳng, assumed trong city","Walking with a day pack, level ground, assumed in the city",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17012,adult,Đi bộ,Walking,"Đi bộ mang ba lô, đi bộ đường dài với một ba lô nhỏ, đi bộ theo nhóm/tổ chức với ba lô nhỏ","Backpacking, hiking with a daypack, organized walking with daypack",7.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17016,adult,Đi bộ,Walking,"Mang vác 5–14 lb (2.3–6.4 kg) tải (ví dụ vali, thùng / hộp, đồ tạp hóa), địa hình bằng phẳng, tốc độ vừa","Carrying 5 to 14 lb (2.3 to 6.4 kg) load (e.g. suitcase, boxes, groceries), level ground, moderate pace",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17018,adult,Đi bộ,Walking,"Mang vác 15 – 155 lb (6.8 – 70.4 kg) tải (ví dụ vali, thùng / hộp, đồ nội thất), địa hình bằng phẳng hoặc xuống cầu thang, tốc độ chậm","Carrying 15 – 155 lb (6.8 – 70.4 kg) load (e.g. suitcase, boxes, furniture), level ground or downstairs, slow pace",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17019,adult,Đi bộ,Walking,"Mang vác 50–150 pound tải (ví dụ: equine hoặc bovine thức ăn, hàng rào pipes, đồ nội thất), địa hình bằng phẳng, tốc độ vừa","Carrying 50 to 150 pound load (e.g., equine or bovine feed, fence pipes, furniture), level ground, moderate pace",6.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17021,adult,Đi bộ,Walking,"Mang vác ~10 lb trẻ em, chậm đi bộ","Carrying ~10 lb child, slow walking",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/walking
adult_17025,adult,Đi bộ,Walking,"Mang vác tải lên cầu thang, thông thường","Carrying load upstairs, general",8.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17026,adult,Đi bộ,Walking,"Mang vác tải, 1–15 lb tải, lên cầu thang","Carrying load, 1 to 15 lb load, upstairs",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17027,adult,Đi bộ,Walking,"Mang vác tải, 16–24 lb tải, lên cầu thang","Carrying load, 16 to 24 lb load, upstairs",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17028,adult,Đi bộ,Walking,"Mang vác tải, 25–49 lb tải, lên cầu thang","Carrying load, 25 to 49 lb load, upstairs",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17029,adult,Đi bộ,Walking,"Mang vác tải, 50–74 lb tải, lên cầu thang","Carrying load, 50 to 74 lb load, upstairs",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17030,adult,Đi bộ,Walking,"Mang vác tải, >74 lb tải, lên cầu thang","Carrying load, >74 lb load, upstairs",12.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17031,adult,Đi bộ,Walking,"Xếp hàng và/hoặc dỡ hàng một ô tô, ước tính đi bộ","Loading and/or unloading a car, implied walking",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17032,adult,Đi bộ,Walking,"Đi bộ leo dốc, không mang tải, 5–20% độ dốc, rất tốc độ chậm","Climbing hills, no load, 5 to 20% grade, very slow pace",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17033,adult,Đi bộ,Walking,"Đi bộ leo dốc, 15-50 lb tải, 1–2% độ dốc, tốc độ chậm","Climbing hills, 15-50 lb load, 1 to 2% grade, slow pace",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17034,adult,Đi bộ,Walking,"Đi bộ leo dốc, không mang tải, 1–5% độ dốc, tốc độ vừa đến nhanh","Climbing hills, no load, 1 to 5% grade, moderate-to-brisk pace",5.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17035,adult,Đi bộ,Walking,"Đi bộ leo dốc, không mang tải, 6–10% độ dốc, tốc độ vừa đến nhanh","Climbing hills, no load, 6 to 10% grade, moderate-to-brisk pace",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17036,adult,Đi bộ,Walking,"Đi bộ leo dốc, không mang tải, độ dốc 11–20%, tốc độ chậm đến vừa","Climbing hills, no load, 11 to 20% grade, slow-to-moderate pace",8.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17037,adult,Đi bộ,Walking,"Đi bộ leo dốc, không mang tải, 4.0–5.0 mph, 3–5% độ dốc, rất tốc độ nhanh","Climbing hills, no load, 4.0 to 5.0 mph, 3 to 5% grade, very fast pace",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17038,adult,Đi bộ,Walking,"Đi bộ leo dốc, không mang tải, độ dốc lớn (30%), tốc độ chậm (dưới 1.2 mph)","Climbing hills, no load, steep grade (30%), slow pace (less than 1.2 mph)",8.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17039,adult,Đi bộ,Walking,"Đi bộ leo dốc, không mang tải, rất độ dốc lớn (30-40%), 1.2–1.8 mph","Climbing hills, no load, very steep grade (30-40%), 1.2 to 1.8 mph",15.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17040,adult,Đi bộ,Walking,"Đi bộ leo dốc, không mang tải, độ dốc lớn (10-40%), 1.8–5.0 mph","Climbing hills, no load, steep grade (10-40%), 1.8 to 5.0 mph",16.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17045,adult,Đi bộ,Walking,"Đi bộ leo dốc, 10–20 lb tải, 5–10% độ dốc, cường độ vừa","Climbing hills, 10 to 20 lb load, 5 to 10% grade, moderate",6.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17050,adult,Đi bộ,Walking,"Đi bộ leo dốc, 21–40 lb tải, 3–10% độ dốc, tốc độ vừa đến nhanh","Climbing hills, 21 to 40 lb load, 3 to 10% grade, moderate-to-brisk pace",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17060,adult,Đi bộ,Walking,"Đi bộ leo dốc, 20+ pound tải, 5–20% độ dốc, vừa đến tốc độ nhanh","Climbing hills, 20+ pound load, 5 to 20% grade, moderate to brisk pace",10.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17070,adult,Đi bộ,Walking,Descending cầu thang,Descending stairs,3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17076,adult,Đi bộ,Walking,"Vận chuyển nước, đầu vận chuyển, đi bộ trên bề mặt bằng phẳng","Hauling water, head hauling, walking on flat surface",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17080,adult,Đi bộ,Walking,"Đi bộ đường dài, băng đồng (Taylor Code 040)","Hiking, cross country (Taylor Code 040)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17081,adult,Đi bộ,Walking,"Đi bộ đường dài chậm hoặc ambling qua đồng ruộng và sườn đồi, không mang tải","Hiking slowly or ambling through fields and hillsides, no load",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17082,adult,Đi bộ,Walking,"Đi bộ đường dài hoặc đi bộ ở một tốc độ bình thường qua đồng ruộng và sườn đồi, không mang tải","Hiking or walking at a normal pace through fields and hillsides, no load",5.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17085,adult,Đi bộ,Walking,"Quan sát chim, đi bộ và dừng lại","Bird watching, walking and stopping",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/walking
adult_17088,adult,Đi bộ,Walking,"Hành quân, tốc độ vừa, quân sự, không đóng gói","Marching, moderate speed, military, no pack",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17090,adult,Đi bộ,Walking,"Hành quân rapidly, quân sự, không đóng gói","Marching rapidly, military, no pack",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17100,adult,Đi bộ,Walking,"Đẩy hoặc kéo xe đẩy trẻ em với trẻ em hoặc đi bộ với trẻ em, 2.5–3.1 mph","Pushing or pulling stroller with child or walking with children, 2.5 to 3.1 mph",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17105,adult,Đi bộ,Walking,"Đẩy một xe lăn, non-occupational","Pushing a wheelchair, non-occupational",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17110,adult,Đi bộ,Walking,Đua đi bộ,Race walking,6.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17130,adult,Đi bộ,Walking,"Cầu thang leo núi, sử dụng hoặc leo núi lên thang (Taylor Code 030)","Stair climbing, using or climbing up ladder (Taylor Code 030)",8.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17131,adult,Đi bộ,Walking,"Cầu thang leo núi, thông thường","Stair climbing, general",6.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17133,adult,Đi bộ,Walking,"Cầu thang leo núi, tốc độ chậm","Stair climbing, slow pace",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17134,adult,Đi bộ,Walking,"Cầu thang leo núi, tốc độ nhanh, one bước ở một thời gian","Stair climbing, fast pace, one step at a time",9.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17136,adult,Đi bộ,Walking,"Cầu thang leo núi, two bước ở một thời gian","Stair climbing, two steps at a time",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17138,adult,Đi bộ,Walking,"Leo cầu thang, đi lên và xuống cầu thang","Stair climbing, ascending and descending stairs",7.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17140,adult,Đi bộ,Walking,"Sử dụng crutches, địa hình bằng phẳng, thông thường","Using crutches, level ground, general",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17142,adult,Đi bộ,Walking,"Sử dụng crutches, tốc độ nhanh","Using crutches, fast pace",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/walking
adult_17145,adult,Đi bộ,Walking,Sử dụng xe xe scooter hỗ trợ đầu gối y tế,Using medical knee scooter,4.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17150,adult,Đi bộ,Walking,"Đi bộ, việc nhà","Walking, household",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/walking
adult_17151,adult,Đi bộ,Walking,"Đi bộ, dưới 2.0 mph, đường bằng, strolling, rất chậm","Walking, less than 2.0 mph, level, strolling, very slow",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/walking
adult_17152,adult,Đi bộ,Walking,"Đi bộ, 2.0–2.4 mph, đường bằng, tốc độ chậm, bề mặt chắc chắn","Walking, 2.0 to 2.4 mph, level, slow pace, firm surface",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/walking
adult_17160,adult,Đi bộ,Walking,Đi bộ để giải trí (Taylor Code 010),Walking for pleasure (Taylor Code 010),3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17161,adult,Đi bộ,Walking,"Đi bộ từ nhà đến ô tô hoặc xe buýt, từ ô tô hoặc xe buýt đến go places, từ ô tô hoặc xe buýt đến và từ worksite","Walking from house to car or bus, from car or bus to go places, from car or bus to and from the worksite",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/walking
adult_17162,adult,Đi bộ,Walking,Đi bộ đến nhà hàng xóm hoặc nhà người thân cho mục đích giao lưu,Walking to neighbor’s house or family’s house for social reasons,2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/walking
adult_17165,adult,Đi bộ,Walking,Đi bộ dog,Walking the dog,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17170,adult,Đi bộ,Walking,"Đi bộ, 2.5 mph, firm, đường bằng bề mặt","Walking, 2.5 mph, firm, level surface",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17180,adult,Đi bộ,Walking,"Đi bộ, 2.5 mph, xuống dốc","Walking, 2.5 mph, downhill",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
adult_17190,adult,Đi bộ,Walking,"Đi bộ, 2.8–3.4 mph, đường bằng, tốc độ vừa, bề mặt chắc chắn","Walking, 2.8 to 3.4 mph, level, moderate pace, firm surface",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/walking
