food_id,canonical_food_id,source_name,source_food_id,source_priority,name_vi,name_en,display_name,category_vi,category_en,item_type,processing_level,is_core_food,is_branded,brand_name,recommendation_priority,waste_percent,water_g,kcal_per_100g,protein_g,fat_g,carb_g,fiber_g,sugar_g,ash_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,iron_mg,magnesium_mg,zinc_mg,cholesterol_mg,saturated_fat_g,trans_fat_g,purine_mg,preferred_source,needs_manual_review,review_reason,search_text_vi,search_text_en,fallback_source_name,fallback_source_food_id,fallback_reason,nutrient_source_note
FOOD001748,CANON001717,SR Legacy,169435,3,"Bò, flank, steak, separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled","Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled","Bò, flank, steak, separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,63.33,202.0,27.55,9.31,0.0,0.0,0.0,1.06,53.0,326.0,201.0,18.0,1.8,22.0,4.79,81.0,3.84,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, flank, steak, separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
FOOD001749,CANON001718,SR Legacy,169436,3,"Bò, rib, eye, small end (ribs 10-12), separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled","Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled","Bò, rib, eye, small end (ribs 10-12), separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,True,False,,medium,,55.87,265.0,26.58,16.76,0.0,0.0,0.0,1.08,53.0,326.0,201.0,18.0,1.8,22.0,4.79,88.0,6.506,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, rib, eye, small end (ribs 10-12), separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled. Category: Beef Products. Type: cooked_food. Processing level: processed.",,,,
FOOD001750,CANON001719,SR Legacy,169437,3,"Bò, rib, eye, small end (ribs 10-12), separable nạc only, trimmed to 0"" fat, choice, sống","Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw","Bò, rib, eye, small end (ribs 10-12), separable nạc only, trimmed to 0"" fat, choice, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,True,False,,high,,68.7,161.0,20.13,8.3,0.0,0.0,,1.01,63.0,373.0,196.0,10.0,2.18,22.0,4.66,59.0,3.23,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, rib, eye, small end (ribs 10-12), separable nạc only, trimmed to 0"" fat, choice, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw. Category: Beef Products. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001751,CANON001720,SR Legacy,169438,3,"Bò, rib, eye, small end (ribs 10-12), separable nạc only, trimmed to 0"" fat, choice, chín, broiled","Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled","Bò, rib, eye, small end (ribs 10-12), separable nạc only, trimmed to 0"" fat, choice, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,True,False,,medium,,61.3,205.0,28.88,9.01,0.0,0.0,0.0,1.17,60.0,363.0,227.0,16.0,1.98,25.0,5.49,90.0,3.43,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, rib, eye, small end (ribs 10-12), separable nạc only, trimmed to 0"" fat, choice, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled. Category: Beef Products. Type: cooked_food. Processing level: processed.",,,,
FOOD001752,CANON001721,SR Legacy,169439,3,"Bò, rib, shortribs, separable nạc and fat, choice, sống","Beef, rib, shortribs, separable lean and fat, choice, raw","Bò, rib, shortribs, separable nạc and fat, choice, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,True,False,,high,,48.29,390.0,14.4,36.23,0.4,0.0,,0.68,49.0,232.0,137.0,9.0,1.55,14.0,3.16,76.0,15.76,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, rib, shortribs, separable nạc and fat, choice, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, rib, shortribs, separable lean and fat, choice, raw. Category: Beef Products. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001753,CANON001722,SR Legacy,169440,3,"Bò, brisket, flat half, separable nạc and fat, trimmed to 0"" fat, choice, chín, braised","Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised","Bò, brisket, flat half, separable nạc and fat, trimmed to 0"" fat, choice, chín, braised",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,True,False,,high,,58.42,221.0,32.21,9.24,0.0,0.0,0.0,1.09,52.0,254.0,191.0,17.0,2.75,21.0,7.23,92.0,3.638,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, brisket, flat half, separable nạc and fat, trimmed to 0"" fat, choice, chín, braised. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised. Category: Beef Products. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001754,CANON001723,SR Legacy,169441,3,"Bò, shank crosscuts, separable nạc only, trimmed to 1/4"" fat, choice, sống","Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw","Bò, shank crosscuts, separable nạc only, trimmed to 1/4"" fat, choice, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,True,False,,high,,73.03,128.0,21.75,3.85,0.0,0.0,,1.44,63.0,387.0,204.0,20.0,2.32,14.0,6.94,39.0,1.28,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, shank crosscuts, separable nạc only, trimmed to 1/4"" fat, choice, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw. Category: Beef Products. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001755,CANON001724,SR Legacy,169442,3,"Bò, shank crosscuts, separable nạc only, trimmed to 1/4"" fat, choice, chín, simmered","Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered","Bò, shank crosscuts, separable nạc only, trimmed to 1/4"" fat, choice, chín, simmered",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,True,False,,high,,58.21,201.0,33.68,6.36,0.0,0.0,,2.39,64.0,447.0,263.0,32.0,3.86,30.0,10.49,78.0,2.29,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, shank crosscuts, separable nạc only, trimmed to 1/4"" fat, choice, chín, simmered. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered. Category: Beef Products. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001756,CANON001725,SR Legacy,169443,3,"Bò, short loin, porterhouse steak, separable nạc only, trimmed to 1/8"" fat, choice, sống","Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, raw","Bò, short loin, porterhouse steak, separable nạc only, trimmed to 1/8"" fat, choice, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,True,False,,high,,69.56,161.0,22.13,7.39,0.0,0.0,0.0,1.01,56.0,276.0,209.0,18.0,1.98,11.0,3.61,59.0,2.894,0.356,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, short loin, porterhouse steak, separable nạc only, trimmed to 1/8"" fat, choice, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, raw. Category: Beef Products. Type: beverage. Processing level: unprocessed.",,,,
FOOD001757,CANON001726,SR Legacy,169444,3,"Bò, chuck, under blade pot roast, không xương, separable nạc only, trimmed to 0"" fat, all grades, chín, braised","Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","Bò, chuck, under blade pot roast, không xương, separable nạc only, trimmed to 0"" fat, all grades, chín, braised",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,True,False,,high,,58.22,216.0,30.54,10.46,0.0,0.0,0.0,1.39,65.0,306.0,206.0,14.0,3.19,22.0,11.32,104.0,4.002,0.429,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, chuck, under blade pot roast, không xương, separable nạc only, trimmed to 0"" fat, all grades, chín, braised. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised. Category: Beef Products. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001758,CANON001727,SR Legacy,169445,3,"Bò, chuck, under blade pot roast or steak, không xương, separable nạc only, trimmed to 0"" fat, all grades, sống","Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","Bò, chuck, under blade pot roast or steak, không xương, separable nạc only, trimmed to 0"" fat, all grades, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,True,False,,high,,71.41,140.0,21.13,6.07,0.31,0.0,0.0,1.08,81.0,369.0,202.0,12.0,2.34,22.0,7.79,66.0,2.58,0.296,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, chuck, under blade pot roast or steak, không xương, separable nạc only, trimmed to 0"" fat, all grades, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw. Category: Beef Products. Type: beverage. Processing level: unprocessed.",,,,
FOOD001759,CANON001728,SR Legacy,169446,3,"Bò, chuck, under blade pot roast or steak, không xương, separable nạc only, trimmed to 0"" fat, choice, sống","Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","Bò, chuck, under blade pot roast or steak, không xương, separable nạc only, trimmed to 0"" fat, choice, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,True,False,,high,,70.82,145.0,21.19,6.51,0.39,0.0,0.0,1.08,80.0,361.0,200.0,12.0,2.27,22.0,7.82,65.0,2.76,0.292,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, chuck, under blade pot roast or steak, không xương, separable nạc only, trimmed to 0"" fat, choice, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw. Category: Beef Products. Type: beverage. Processing level: unprocessed.",,,,
FOOD001760,CANON001729,SR Legacy,169447,3,"thịt bò xay, patties, đông lạnh, chín, broiled","Beef, ground, patties, frozen, cooked, broiled","thịt bò xay, patties, đông lạnh, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,True,False,,medium,,53.91,295.0,23.05,21.83,0.0,0.0,0.0,0.9,77.0,305.0,174.0,11.0,2.42,19.0,4.84,84.0,8.805,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: thịt bò xay, patties, đông lạnh, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, ground, patties, frozen, cooked, broiled. Category: Beef Products. Type: cooked_food. Processing level: processed.",,,,
FOOD001761,CANON001730,SR Legacy,169448,3,"Bò, variety meats and by-products, heart, chín, simmered","Beef, variety meats and by-products, heart, cooked, simmered","Bò, variety meats and by-products, heart, chín, simmered",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,True,False,,high,,65.67,165.0,28.48,4.73,0.15,0.0,0.0,0.97,59.0,219.0,254.0,5.0,6.38,21.0,2.87,212.0,1.404,0.16,,SR Legacy,True,low_confidence_translation,"Tên: Bò, variety meats and by-products, heart, chín, simmered. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, variety meats and by-products, heart, cooked, simmered. Category: Beef Products. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001762,CANON001731,SR Legacy,169449,3,"Bò, variety meats and by-products, kidneys, sống","Beef, variety meats and by-products, kidneys, raw","Bò, variety meats and by-products, kidneys, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,True,False,,high,,77.89,99.0,17.4,3.09,0.29,0.0,0.0,1.33,182.0,262.0,257.0,13.0,4.6,17.0,1.92,411.0,0.868,0.1,,SR Legacy,True,low_confidence_translation,"Tên: Bò, variety meats and by-products, kidneys, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, variety meats and by-products, kidneys, raw. Category: Beef Products. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001763,CANON001732,SR Legacy,169450,3,"Bò, variety meats and by-products, kidneys, chín, simmered","Beef, variety meats and by-products, kidneys, cooked, simmered","Bò, variety meats and by-products, kidneys, chín, simmered",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,True,False,,high,,66.88,158.0,27.27,4.65,0.0,0.0,0.0,1.31,94.0,135.0,304.0,19.0,5.8,12.0,2.84,716.0,1.439,0.27,,SR Legacy,True,low_confidence_translation,"Tên: Bò, variety meats and by-products, kidneys, chín, simmered. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, variety meats and by-products, kidneys, cooked, simmered. Category: Beef Products. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001765,CANON001733,SR Legacy,169452,3,"Bò, variety meats and by-products, pancreas, sống","Beef, variety meats and by-products, pancreas, raw","Bò, variety meats and by-products, pancreas, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,True,False,,high,,65.2,235.0,15.7,18.6,0.0,0.0,,1.3,67.0,276.0,327.0,9.0,2.22,18.0,2.58,205.0,6.41,,,SR Legacy,True,low_confidence_translation,"Tên: Bò, variety meats and by-products, pancreas, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, variety meats and by-products, pancreas, raw. Category: Beef Products. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001766,CANON001734,SR Legacy,169453,3,"Bò, variety meats and by-products, pancreas, chín, braised","Beef, variety meats and by-products, pancreas, cooked, braised","Bò, variety meats and by-products, pancreas, chín, braised",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,minimally_processed,True,False,,high,,55.6,271.0,27.1,17.2,0.0,0.0,,1.5,60.0,246.0,453.0,16.0,2.61,21.0,4.6,262.0,5.9,,,SR Legacy,True,low_confidence_translation,"Tên: Bò, variety meats and by-products, pancreas, chín, braised. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, variety meats and by-products, pancreas, cooked, braised. Category: Beef Products. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001767,CANON001735,SR Legacy,169454,3,"Bò, variety meats and by-products, spleen, sống","Beef, variety meats and by-products, spleen, raw","Bò, variety meats and by-products, spleen, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,True,False,,high,,77.2,105.0,18.3,3.0,0.0,0.0,,1.38,85.0,429.0,296.0,9.0,44.55,22.0,2.11,263.0,1.0,,,SR Legacy,True,low_confidence_translation,"Tên: Bò, variety meats and by-products, spleen, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, variety meats and by-products, spleen, raw. Category: Beef Products. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001768,CANON001736,SR Legacy,169455,3,"Bò, loin, top loin steak, không xương, lip off, separable nạc only, trimmed to 0"" fat, choice, chín, nướng","Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","Bò, loin, top loin steak, không xương, lip off, separable nạc only, trimmed to 0"" fat, choice, chín, nướng",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,True,False,,high,,60.74,211.0,29.22,9.52,0.0,0.0,0.0,1.14,59.0,367.0,268.0,14.0,3.38,19.0,4.41,87.0,3.899,0.472,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, loin, top loin steak, không xương, lip off, separable nạc only, trimmed to 0"" fat, choice, chín, nướng. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled. Category: Beef Products. Type: beverage. Processing level: minimally_processed.",,,,
FOOD001769,CANON001737,SR Legacy,169456,3,"Bò, loin, top loin steak, không xương, lip off, separable nạc only, trimmed to 0"" fat, select, chín, nướng","Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled","Bò, loin, top loin steak, không xương, lip off, separable nạc only, trimmed to 0"" fat, select, chín, nướng",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,True,False,,high,,63.25,189.0,29.99,6.74,0.0,0.0,0.0,1.17,58.0,375.0,277.0,14.0,3.25,15.0,3.95,86.0,2.685,0.385,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, loin, top loin steak, không xương, lip off, separable nạc only, trimmed to 0"" fat, select, chín, nướng. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled. Category: Beef Products. Type: beverage. Processing level: minimally_processed.",,,,
FOOD001770,CANON001738,SR Legacy,169457,3,"Bò, top sirloin, steak, separable nạc and fat, trimmed to 0"" fat, all grades, chín, broiled","Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","Bò, top sirloin, steak, separable nạc and fat, trimmed to 0"" fat, all grades, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,60.33,212.0,29.33,9.67,0.0,0.0,0.0,1.26,61.0,368.0,229.0,22.0,1.89,25.0,5.33,88.0,3.754,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, top sirloin, steak, separable nạc and fat, trimmed to 0"" fat, all grades, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
FOOD001771,CANON001739,SR Legacy,169458,3,"Bò, top sirloin, steak, separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled","Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled","Bò, top sirloin, steak, separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,59.68,219.0,29.02,10.54,0.0,0.0,0.0,1.22,58.0,355.0,218.0,19.0,1.96,24.0,5.21,89.0,4.09,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, top sirloin, steak, separable nạc and fat, trimmed to 0"" fat, choice, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
FOOD001772,CANON001740,SR Legacy,169459,3,"Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, all grades, chín, broiled","Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, all grades, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,54.66,276.0,23.96,19.27,0.0,0.0,0.0,1.17,65.0,299.0,193.0,7.0,2.94,22.0,4.56,67.0,7.271,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, all grades, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
FOOD001773,CANON001741,SR Legacy,169460,3,"Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, USDA choice, chín, broiled","Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled","Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, USDA choice, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,53.95,283.0,23.61,20.15,0.0,0.0,0.0,1.08,65.0,278.0,194.0,7.0,2.96,22.0,4.59,69.0,7.43,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, USDA choice, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
FOOD001774,CANON001742,SR Legacy,169461,3,"Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, USDA select, chín, broiled","Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled","Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, USDA select, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,55.69,267.0,24.47,17.98,0.0,0.0,0.0,1.29,65.0,330.0,191.0,7.0,2.91,22.0,4.51,64.0,7.04,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, short loin, porterhouse steak, separable nạc and fat, trimmed to 0"" fat, USDA select, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
FOOD001775,CANON001743,SR Legacy,169462,3,"Bò, short loin, porterhouse steak, separable nạc only, trimmed to 1/8"" fat, all grades, sống","Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, all grades, raw","Bò, short loin, porterhouse steak, separable nạc only, trimmed to 1/8"" fat, all grades, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,True,False,,high,,70.32,155.0,22.32,6.6,0.0,0.0,0.0,1.02,51.0,274.0,206.0,18.0,2.07,11.0,3.58,58.0,2.557,0.325,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, short loin, porterhouse steak, separable nạc only, trimmed to 1/8"" fat, all grades, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, all grades, raw. Category: Beef Products. Type: beverage. Processing level: unprocessed.",,,,
FOOD001776,CANON001744,SR Legacy,169463,3,"Bò, short loin, porterhouse steak, separable nạc only, trimmed to 0"" fat, select, chín, broiled","Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled","Bò, short loin, porterhouse steak, separable nạc only, trimmed to 0"" fat, select, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,62.19,194.0,26.89,8.81,0.0,0.0,0.0,1.44,69.0,367.0,211.0,6.0,3.24,25.0,5.06,84.0,3.28,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, short loin, porterhouse steak, separable nạc only, trimmed to 0"" fat, select, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
